expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
お見舞い,おみまい,"calling on someone who is ill, visit",JLPT JLPT_N4,vi}b>#%^FD,"ไปเยี่ยมเยียนผู้ป่วย, เยี่ยมไข้, เยี่ยมคนป่วย, ไปเยี่ยม",友達にお見舞いに行きます。,ฉันจะไปเยี่ยมเพื่อนที่ป่วย
席,せき,a seat,Intermediate_Japanese_Ln.7 JLPT JLPT_N4,frRhF)UU}W,"ที่นั่ง, เก้าอี้, ตำแหน่ง, ที่ประทับ",ここがあなたの席です。,ตรงนี้คือที่นั่งของคุณ
～様,～さま,"Mr., Mrs., Ms.",JLPT JLPT_N4,JidByAlQoq,"นาย, นาง, นางสาว, ท่าน",田中様、お待ちしております。,คุณทานากะครับ/คะ เรากำลังรออยู่ครับ/ค่ะ
ご存じ,ごぞんじ,"knowing, acquaintance",JLPT JLPT_N4,k8%o+}YbEd,"รู้จักกัน, สนิทสนม, คุ้นเคย, เป็นที่รู้จัก",この画家をご存じですか。,คุณรู้จักจิตรกรท่านนี้ไหมครับ/คะ
下る,さがる,"to descend, to drop, to fall",JLPT JLPT_N4,oX|5UGkIW2,"ลง, ตก, ร่วงหล่น, ร่วง",階段を下ります。,ฉันจะลงบันได
字,じ,letter; character,Genki Genki_Ln.20 JLPT JLPT_N4,paD_A<.{(!,"ตัวอักษร; อักขระ, พยัญชนะ, อักษร, เครื่องหมาย",この字を教えてください。,ช่วยสอนตัวอักษรนี้ให้หน่อยครับ/ค่ะ
アジア,アジア,Asia,JLPT JLPT_N4,"Q{IM`lB,o7","เอเชีย, ภูมิภาคเอเชีย, แผ่นดินเอเชีย, ดินแดนเอเชีย",アジアの食べ物が好きです。,ฉันชอบอาหารเอเชีย
褒める,ほめる,to praise; to say nice things,Genki Genki_Ln.21 JLPT JLPT_N4,!.H?[6|B.,"เพื่อชมเชย; เพื่อพูดสิ่งดีๆ, สรรเสริญ, ชื่นชม, ยกย่อง",先生が私を褒めてくれました。,คุณครูชมเชยฉัน
空く,すく,"to be empty (in reference to people), to be less crowded",JLPT JLPT_N4,fg<?z[S^C:,"ว่างเปล่า (ในแง่ของจำนวนคน) แออัดน้อยลง, โล่ง, ไม่แออัด, โปร่ง",人が少なくて、道が空いています。,คนน้อย ถนนโล่ง
あ,あ,Ah,JLPT JLPT_N4,qc]3W&Jc<m,"อ่า, อ่าฮ่า, โอ้, เอ๋",あ、それはいいですね。,อ่า นั่นดีจังเลย
最も,もっとも,most,JLPT JLPT_N4,TJ2Lm-F`{,"ที่สุด, สุดยอด, สุดฤทธิ์, มากที่สุด",これが最も安いです。,นี่ราคาถูกที่สุด
合う,あう,"to fit, to match",JLPT JLPT_N4,OAIc&<q]o$,"เพื่อให้พอดี เพื่อให้เข้ากันได้, เข้ากัน, เหมาะสม, สอดคล้อง",この服は私に合いますか。,ชุดนี้เหมาะกับฉันไหมครับ/คะ
～代,～だい,~ age; period,JLPT JLPT_N4,y4r%$Sls[D,"~ อายุ; ช่วงเวลา, ยุค, สมัย, วัย",子供の代は大変でした。,สมัยเด็กนั้นลำบาก
最後,さいご,"last, end",JLPT JLPT_N4,P^V7$JoB=L,"สุดท้าย จบ, ท้ายสุด, สิ้นสุด, ตอนจบ",これが最後です。,นี่คืออันสุดท้าย
値段,ねだん,price,JLPT JLPT_N4,E3[j8aN}XJ,"ราคา, ค่า, มูลค่า, ราคาขาย",この値段はいくらですか。,ราคานี้เท่าไหร่ครับ/คะ
退院,たいいんする,leaving hospital,JLPT JLPT_N4,E-^*b8-xhX,"ออกจากโรงพยาบาล, พ้นโรงพยาบาล, ออกจากสถานพยาบาล, กลับบ้านจากโรงพยาบาล",明日退院します。,ฉันจะออกจากโรงพยาบาลพรุ่งนี้
展覧会,てんらんかい,exhibition,JLPT JLPT_N4,PN~#oqMNRx,"นิทรรศการ, งานแสดง, การจัดแสดง, การแสดงสินค้า",展覧会に行きました。,ฉันไปงานแสดงศิลปะมา
久しぶり,ひさしぶり,it has been a long time; for the first time in a long time,Genki Genki_Ln.11 Intermediate_Japanese_Ln.4 JLPT JLPT_N4,"J`#Y!H,,<%","นานมากแล้ว; เป็นครั้งแรกในรอบหลายปี, เป็นเวลานาน, ผ่านไปนาน, ไม่ได้เจอกันนาน",久しぶりですね。,ไม่ได้เจอกันนานเลยนะครับ/คะ
カーテン,カーテン,curtain,Genki Genki_Ln.18 JLPT JLPT_N4,NFW!?qkYyo,"ม่าน, ผ้าม่าน, มู่ลี่, ฉากกั้น",カーテンを開けます。,ฉันจะเปิดม่าน
汽車,きしゃ,train (steam),JLPT JLPT_N4,KH0a_3!CiN,"รถไฟ (ไอน้ำ), รถจักรไอน้ำ, หัวรถจักรไอน้ำ, ขบวนไอน้ำ",汽車が来ました。,รถไฟมาแล้ว
遅れる,おくれる,to (be) become late,Genki Genki_Ln.19 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,rDxLnq^]Ph,"มาสาย, สาย, ล่าช้า, มาไม่ทัน",遅れないでください。,กรุณาอย่ามาสาย
見つかる,みつかる,"to be found (v.i.), to be discovered",JLPT JLPT_N4,b>m8LlfHOm,"พบ (กริยาไม่ต้องการกรรม), ถูกค้นพบ, ค้นพบ, เจอ",鍵が見つかりました。,หากุญแจเจอแล้ว
召し上がる,めしあがる,-- honorific form of 食べる (たべる) and 飲む (のむ) --,Genki Genki_Ln.19 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,Fa=r1a7`zE,"-- รูปแสดงเกียรติของ רべる (たべる) และ 飲む (のむ) --, เสวย, รับประทาน, บริโภค",どうぞ、召し上がってください。,เชิญรับประทานได้เลยครับ/ค่ะ
太る,ふとる,to gain weight,Genki Genki_Ln.7 JLPT JLPT_N4,BN&?E=z3*H,"เพื่อเพิ่มน้ำหนัก, น้ำหนักขึ้น, อ้วนขึ้น, มีน้ำหนักเพิ่มขึ้น",最近、太りました。,ช่วงนี้ฉันน้ำหนักขึ้น
注射,ちゅうしゃ,injection,JLPT JLPT_N4,lG`+>+=?Os,"การฉีด, ฉีด, ยาฉีด, การฉีดยา",注射をします。,ฉันจะฉีดยา
様,よう,"way, manner, kind",JLPT JLPT_N4,t[MNQO-W6,"วิธีการ, กิริยามารยาท, ความเมตตา, ลักษณะ",その様は面白いです。,ลักษณะนั้นน่าสนใจ
～おき,～おき,after every ~,JLPT JLPT_N4,ISv;l<*PQR,"หลังจากทุกๆ ~, ทุกๆ, ทุกๆครั้ง, หลังจากนั้น",三日おきに水をあげます。,ฉันจะรดน้ำทุกๆ สามวัน
最初,さいしょ,"beginning, first",JLPT JLPT_N4,uJfgbAk&PM,"จุดเริ่มต้น, แรก, เริ่มต้น, ประเดิม",最初は何ですか。,อันแรกคืออะไรครับ/คะ
御～,ご～,honorable ~,JLPT JLPT_N4,b?YXE$9w]A,"ผู้ทรงเกียรติ ~, ท่าน, คุณ, พณฯ",御飯を食べます。,ฉันจะกินข้าว
安心,あんしん,"peace of mind, relief",JLPT JLPT_N4,C^vt]hY6vW,"ความสบายใจ ความโล่งใจ, สบายใจ, ปลอดภัย, คลายกังวล",これで安心しました。,สบายใจขึ้นเยอะเลย
直る,なおる,to be fixed,JLPT JLPT_N4,wOi%P<vl?O,"ต้องแก้ไข, ได้รับการแก้ไข, ซ่อมแซม, ปรับปรุง",時計が直りました。,นาฬิกาซ่อมเสร็จแล้ว
集める,あつめる,"to collect, to gather (v.t.), to assemble",Genki Genki_Ln.16 Intermediate_Japanese_Ln.7 JLPT JLPT_N4,OW4zN$vq<h,"รวบรวม, เก็บ (กริยา), ประกอบ, สะสม",切手を集めます。,ฉันจะสะสมแสตมป์
直す,なおす,to correct (v.t.); to fix,Genki Genki_Ln.16 JLPT JLPT_N4,g9g}aXNY+w,"แก้ไข (กริยา); ซ่อมแซม, ปรับแก้, ปรับปรุง, ทำให้ถูกต้อง",これを直してください。,กรุณาแก้ไขสิ่งนี้ให้หน่อย
続く,つづく,to be continued,JLPT JLPT_N4,"I,82^s2,ha","โปรดติดตามตอนต่อไป, ดำเนินต่อไป, มีต่อ, จะมีตอนต่อไป",雨が続きます。,ฝนตกต่อเนื่อง
先輩,せんぱい,senior members of a group,Genki Genki_Ln.22 JLPT JLPT_N4,iQ7T^oqMw-,"สมาชิกอาวุโสของกลุ่ม, รุ่นพี่, ผู้สูงวัย, ผู้ใหญ่",先輩に聞きます。,ฉันจะถามรุ่นพี่
約束,やくそく,"arrangement, appointment, promise",Genki Genki_Ln.13 JLPT JLPT_N4,gG#1gGEk5+,"การจัดเตรียม การนัดหมาย คำสัญญา, ข้อตกลง, คำมั่นสัญญา, นัดพบ",明日、約束があります。,ฉันมีนัดพรุ่งนี้
世話,せわする,looking after; to look after,JLPT JLPT_N4,u{y[j%Z9W2,"ดูแล; คอยดูแล, ดูแลเอาใจใส่, เลี้ยงดู, อุปถัมภ์",お世話になります。,ขอความกรุณาจากท่าน
近所,きんじょ,neighborhood,JLPT JLPT_N4,hCRlD3m.g(,"ละแวกบ้าน, ย่าน, แถวบ้าน, บริเวณใกล้เคียง",近所で買い物をします。,ฉันจะซื้อของที่ร้านแถวบ้าน
将来,しょうらい,(in the) future; prospects,Genki Genki_Ln.11 Intermediate_Japanese_Ln.5 JLPT JLPT_N4,y@QKAOSu|U,"ในอนาคต; โอกาส, อนาคต, ภายภาคหน้า, ล่วงหน้า",将来、医者になりたいです。,ฉันอยากเป็นหมอในอนาคต
億,おく,hundred million,JLPT JLPT_N4,iX-FN@Kj?p,"ร้อยล้าน, หนึ่งร้อยล้าน, หนึ่งร้อยล้านหน่วย, แปดหลัก",1億円です。,เป็นเงิน 100 ล้านเยน
数学,すうがく,mathematics,JLPT JLPT_N4,EO5o6*tgn9,"คณิตศาสตร์, เลข, วิชาเลข, วิชาคณิต",数学は得意です。,ฉันเก่งคณิตศาสตร์
文化,ぶんか,culture,Genki Genki_Ln.19 JLPT JLPT_N4,z%ky|Q={QQ,"วัฒนธรรม, วัฒนธรรมประเพณี, ประเพณี, วิถีชีวิต",日本の文化が好きです。,ฉันชอบวัฒนธรรมญี่ปุ่น
払う,はらう,to pay,Genki Genki_Ln.10 Intermediate_Japanese_Ln.3 JLPT JLPT_N4,i~kIT)jn~k,"เพื่อจ่าย, ชำระ, ชำระเงิน, จ่ายเงิน",電気代を払います。,ฉันจะจ่ายค่าไฟ
習慣,しゅうかん,custom (in reference to culture),JLPT JLPT_N4,v)1shr#hf=,"ธรรมเนียมปฏิบัติ (ในบริบทของวัฒนธรรม), ประเพณี, ขนบธรรมเนียม, จารีต",これは私の習慣です。,นี่เป็นนิสัยของฉัน
焼ける,やける,"to burn, to be roasted",JLPT JLPT_N4,ws>!BOMOtu,"เผาไหม้, ย่าง, ลุกไหม้, อบ",パンが焼けます。,ขนมปังอบเสร็จแล้ว
君,きみ,you (informal for men),JLPT JLPT_N4,P|5<lpF.:2,"คุณ (คำไม่เป็นทางการสำหรับผู้ชาย), แก, มึง, เอ็ง",君は誰ですか。,คุณคือใคร
冷える,ひえる,"to grow cold, to cool down",JLPT JLPT_N4,np-S*rxEi@,"เย็นลง, ทำให้เย็นลง, เย็นตัวลง, คลายร้อน",外は冷えています。,ข้างนอกอากาศเย็นลง
点く,つく,"to be started, to be switched on",JLPT JLPT_N4,s+|BHBlyTh,"ต้องเริ่มต้น ต้องเปิดใช้งาน, เปิด, เริ่มทำงาน, สตาร์ท",電気が点きません。,ไฟไม่ติด
この間,このあいだ,"the other day, recently",Genki Genki_Ln.16 JLPT JLPT_N4,c(L)|Hc$oD,"เมื่อไม่กี่วันที่ผ่านมานี้เอง, ไม่นานมานี้, เมื่อเร็วๆ นี้, ที่ผ่านมา",この間、映画を見ました。,เมื่อไม่นานมานี้ ฉันดูหนัง
格好,かっこう,"appearance, manner, shape, form, posture",JLPT JLPT_N4,j4zgBW-)uI,"ลักษณะภายนอก, ท่าทาง, รูปร่าง, รูปแบบ, ท่วงท่า",格好がいいですね。,ดูดีจังเลยนะครับ/คะ
かまう,,"to mind, to care about, to be concerned about",JLPT JLPT_N4,l%US3Ov|)s,"ใส่ใจ, ห่วงใย, กังวลใจ, สนใจ",気にしないでください。,ไม่ต้องกังวล
続ける,つづける,"to continue, to keep up",Genki Genki_Ln.21 JLPT JLPT_N4,Dmf=K4sY#J,"เพื่อดำเนินการต่อ เพื่อให้ทันต่อ, ทำต่อไป, ไปต่อ, ดำเนินการ",勉強を続けます。,ฉันจะเรียนต่อไป
落す,おとす,"to drop, to lose",JLPT JLPT_N4,p0#ZhzpH-},"ตกหล่น, สูญเสีย, ทำหาย, หล่น",財布を落としました。,ฉันทำกระเป๋าสตางค์หาย
明日,あす,tomorrow,JLPT JLPT_N4,ITR}TzQQ.H,"พรุ่งนี้, วันพรุ่ง, วันรุ่งขึ้น, พรุ่งนี้เช้า",明日、会議があります。,พรุ่งนี้มีประชุม
出発,しゅっぱつする,departure,JLPT JLPT_N4,hH4(GI}wN&,"การออกเดินทาง, การเดินทางออก, ออกเดินทาง, การจากไป",午後、出発します。,ฉันจะออกเดินทางตอนบ่าย
拝見,はいけんする,"(humble) (polite) seeing, look at",JLPT JLPT_N4,udBE2Kt)`=,"(อย่างถ่อมตน) (อย่างสุภาพ) การมองเห็น การมองดู, มอง, ชม, ตรวจดู",後で拝見します。,เดี๋ยวจะดูให้ครับ/ค่ะ
割れる,われる,to break,JLPT JLPT_N4,G?t1hbgS`?,"เพื่อทำลาย, แตก, หัก, พัง",コップが割れました。,แก้วแตก
背中,せなか,back (of body),JLPT JLPT_N4,hg%3^*8ICS,"ด้านหลัง (ของร่างกาย), หลัง, แผ่นหลัง, ส่วนหลัง",背中が痛いです。,ฉันปวดหลัง
新聞社,しんぶんしゃ,newspaper company,JLPT JLPT_N4,m^QI_$65r>,"บริษัทหนังสือพิมพ์, สำนักข่าว, โรงพิมพ์, กองบรรณาธิการ",新聞社で働いています。,ฉันทำงานที่สำนักพิมพ์
いじめる,いじめる,"to bully, to torment",Genki Genki_Ln.21 JLPT JLPT_N4,gd&LFipme&,"กลั่นแกล้ง รังแก, รังควาน, แกล้ง, รบกวน",犬をいじめないでください。,อย่ารังแกหมานะครับ/คะ
回る、回す,まわる、まわす,"to go around, to revolve",JLPT JLPT_N4,OXe]%sDun3,"หมุนไปรอบๆ, วนรอบ, หมุนเวียน, โคจร",地球が太陽の周りを回ります。,โลกหมุนรอบดวงอาทิตย์
～君,～くん,"Mr. (junior) ~, master ~",JLPT JLPT_N4,yqGP#fHaRj,"นาย (จูเนียร์) ~, นาย ~, น้อง, คุณหนู",田中君、元気？,ทานากะคุง สบายดีไหม
おっしゃる,おっしゃる,-- honorific expression for いう --,Genki Genki_Ln.19 JLPT JLPT_N4,Bv6:t/{x_6,"-- สำนวนแสดงความเคารพ いō --, เรียน, กราบเรียน, แถลง",先生がおっしゃいました。,คุณครูกล่าว
眠い,ねむい,"sleepy, drowsy",Genki Genki_Ln.10 JLPT JLPT_N4,g1)0|I<ucL,"ง่วงนอน, เพลีย, ซึมเซา, อิดโรย",眠いので、寝ます。,ฉันง่วงนอน เลยจะนอน
濡れる,ぬれる,to get wet,JLPT JLPT_N4,"n,@-PdsLi~","เพื่อให้เปียก, ชุ่ม, เปียกปอน, แฉะ",雨で濡れました。,ฉันเปียกฝน
倒れる,たおれる,"to collapse, to break down",JLPT JLPT_N4,k|Od:&*w$$,"พังทลาย, ล้มลง, ทรุดตัว, แตกหัก",木が倒れました。,ต้นไม้ล้ม
スーパー (マーケット),スーパー (マーケット),supermarket,JLPT JLPT_N4,DH3_3RD/FB,"ซูเปอร์มาร์เก็ต, ร้านขายของชำ, ห้างสรรพสินค้า, ร้านค้าปลีก",スーパーで買いました。,ฉันซื้อมาจากซูเปอร์มาร์เก็ต
アクセサリー,アクセサリー,accessory,JLPT JLPT_N4,qvO-&Z#/h,"อุปกรณ์เสริม, เครื่องประดับ, ของตกแต่ง, สิ่งประดับ",アクセサリーが好きです。,ฉันชอบเครื่องประดับ
考える,かんがえる,to think (about); to consider,Genki Genki_Ln.18 JLPT JLPT_N4,"M,WdgwY$__","คิด (เกี่ยวกับ); พิจารณา, ตรึกตรอง, ไตร่ตรอง, ครุ่นคิด",よく考えます。,ฉันคิดทบทวนอย่างดี
向かう,むかう,"to face, to go towards",JLPT JLPT_N4,sLFa<Dk5BC,"เผชิญหน้า, มุ่งหน้าไปยัง, ประจันหน้า, ตรงไป",駅に向かいます。,ฉันกำลังมุ่งหน้าไปสถานี
自由,じゆう,freedom,Genki Genki_Ln.22 JLPT JLPT_N4,lFnDZou.7G,"เสรีภาพ, อิสรภาพ, ความเป็นอิสระ, สิทธิเสรี",自由な時間があります。,ฉันมีเวลาว่าง
仕方,しかた,way (of doing something),JLPT JLPT_N4,AM]yYl5eIO,"วิธีการ (ในการทำบางสิ่งบางอย่าง), หนทาง, กลวิธี, แบบแผน",仕方がないですね。,ไม่เป็นไรครับ/ค่ะ
首,くび,neck,JLPT JLPT_N4,JPecz-JR}],"คอ, ลำคอ, ต้นคอ, ช่วงคอ",首が痛いです。,ฉันปวดคอ
程,ほど,"degree, extent",JLPT JLPT_N4,p%bF6rAi^7,"ระดับ, ขอบเขต, ปริมาณ, ขนาด",これぐらいでいいです。,ประมาณนี้ก็พอแล้ว
代わり,かわり,"substitute, replacement",JLPT JLPT_N4,rZ#&qP#LLe,"ทดแทน, ทางเลือกอื่น, สิ่งทดแทน, สำรอง",代わりにお願いします。,ขอให้ช่วยทำแทนหน่อย
失敗,しっぱい,"failure, mistake",JLPT JLPT_N4,KT@^}h^l+<,"ความล้มเหลว ความผิดพลาด, ข้อผิดพลาด, ความบกพร่อง, ข้อบกพร่อง",失敗しました。,ฉันล้มเหลว
工業,こうぎょう,(manufacturing) industry,JLPT JLPT_N4,kLOeCV|5Ly,"อุตสาหกรรมการผลิต, ภาคอุตสาหกรรม, โรงงานอุตสาหกรรม, การผลิต",工業は発展しています。,อุตสาหกรรมกำลังพัฒนา
移る,うつる,to move (from a house); to transfer (from a department); to shift,JLPT JLPT_N4,EwBssfbpE#,"ย้าย (ออกจากบ้าน); โอนย้าย (จากแผนก); สับเปลี่ยน, โยกย้าย, เคลื่อนย้าย, เปลี่ยนที่",部屋が移りました。,ห้องเปลี่ยนแล้ว
スーツケース,スーツケース,suitcase,JLPT JLPT_N4,z<X.?7YIM*,"กระเป๋าเดินทาง, หีบเดินทาง, กล่องเดินทาง, สัมภาระ",スーツケースは重いです。,กระเป๋าเดินทางใบนี้หนัก
ひげ,ひげ,beard,Genki Genki_Ln.17 JLPT JLPT_N4,OC&/lk8Sbt,"หนวดเครา, เครา, หนวด, ขนบนใบหน้า",ひげを剃ります。,ฉันจะโกนหนวด
研究室,けんきゅうしつ,the professor's office; laboratory,Intermediate_Japanese_Ln.3 JLPT JLPT_N4,C=g-AqnF6#,"ห้องทำงานของศาสตราจารย์; ห้องปฏิบัติการ, ห้องแล็บ, ห้องวิจัย, สำนักงานอาจารย์",研究室で勉強します。,ฉันจะเรียนในห้องวิจัย
工場,こうじょう,factory,Genki Genki_Ln.21 Intermediate_Japanese_Ln.15 JLPT JLPT_N4,zB*.:-`=4j,"โรงงาน, สถานที่ผลิต, แหล่งผลิต, โรงงานอุตสาหกรรม",工場で働いています。,ฉันทำงานในโรงงาน
紹介,しょうかい,an introduction,JLPT JLPT_N4,dT=BbRaUvW,"บทนำ, เกริ่นนำ, คำนำ, อารัมภบท",自己紹介をします。,ฉันจะแนะนำตัว
けれど; けれども,けれど; けれども,"but, although",JLPT JLPT_N4,mDzGR2QZWc,"แต่ถึงแม้ว่า, ถึงกระนั้น, อย่างไรก็ตาม, ทว่า",雨ですが、行きます。,ฝนตก แต่ฉันจะไป
舟,ふね,"ship, boat",JLPT JLPT_N4,"B,m2(2B05a","เรือ, เรือเล็ก, เรือโดยสาร, เรือประมง",舟に乗りました。,ฉันได้ขึ้นเรือ
動く,うごく,to move,JLPT JLPT_N4,F~}14d`>!6,"เพื่อเคลื่อนย้าย, ขยับ, เคลื่อนที่, โยก",時計が動きました。,นาฬิกาเริ่มเดินแล้ว
～(に) ついて,～(に) ついて,"about, concerning",JLPT JLPT_N4,"s~K|,g+o=(","เกี่ยวกับ, เรื่อง, ในเรื่อง, ในประเด็น",これについて話しましょう。,เรามาคุยเรื่องนี้กัน
コンサート,コンサート,concert,Genki Genki_Ln.9 JLPT JLPT_N4,c-Fil]C?m3,"คอนเสิร์ต, การแสดงดนตรี, มหกรรมดนตรี, ดนตรีสด",コンサートに行きました。,ฉันไปคอนเสิร์ตมา
虫,むし,insect,JLPT JLPT_N4,gn!@amuoHx,"แมลง, ตัวแมลง, สัตว์ตัวเล็ก, สัตว์ไม่มีกระดูกสันหลัง",虫がいます。,มีแมลงอยู่
優しい,やさしい,"kind (person), gentle (person), easy (problem)",Genki Genki_Ln.5 JLPT JLPT_N4,gfbdYDbw~Y,"ใจดี (คน), อ่อนโยน (คน), ง่าย (ปัญหา), สุภาพ",彼は優しい人です。,เขาเป็นคนใจดี
コンピュータ; コンピューター,コンピュータ; コンピューター,computer,JLPT JLPT_N4,i=KlAInS10,"คอมพิวเตอร์, เครื่องคอมพิวเตอร์, คอมพิวเตอร์ส่วนบุคคล, พีซี",コンピュータを使います。,ฉันจะใช้คอมพิวเตอร์
植える,うえる,to plant,JLPT JLPT_N4,M>_C}7!LEs,"ปลูก, เพาะปลูก, หว่าน, ปัก",庭に木を植えます。,ฉันจะปลูกต้นไม้ในสวน
両方,りょうほう,"both sides, both parties",JLPT JLPT_N4,w+8nx7:F3*,"ทั้งสองฝ่าย ทั้งสองพรรค, สองฝ่าย, ทั้งสองข้าง, ฝ่ายคู่",両方とも好きです。,ฉันชอบทั้งสองอย่าง
汚れる,よごれる,to become dirty,JLPT JLPT_N4,yxTJ>uc(`r,"สกปรก, เปื้อน, เลอะเทอะ, มอมแมม",服が汚れています。,เสื้อผ้าเปื้อน
水泳,すいえい,swimming,JLPT JLPT_N4,p8o.J&l.y:,"การว่ายน้ำ, ว่ายน้ำ, กีฬาว่ายน้ำ, การดำน้ำ",水泳は得意です。,ฉันว่ายน้ำเก่ง
経験,けいけんする,experience,JLPT JLPT_N4,f+zL`Y7buD,"ประสบการณ์, ความชำนาญ, บทเรียน, ประสบการณ์ตรง",いい経験でした。,เป็นประสบการณ์ที่ดี
勝つ,かつ,to win,JLPT JLPT_N4,vi?&`a{.eH,"เพื่อชัยชนะ, ชนะ, ได้รับชัยชนะ, เอาชนะ",試合に勝ちました。,ฉันชนะการแข่งขัน
砂,すな,sand,JLPT JLPT_N4,"v^,Hr#Vg!e","ทราย, หาดทราย, เม็ดทราย, ดินทราย",砂浜を歩きます。,ฉันจะเดินบนชายหาดทราย
警察,けいさつ,police; police station,Genki Genki_Ln.21 JLPT JLPT_N4,Cqbq5lE;g6,"ตำรวจ; สถานีตำรวจ, เจ้าหน้าที่ตำรวจ, กรมตำรวจ, สน.",警察に電話します。,ฉันจะโทรแจ้งตำรวจ
取り替える,とりかえる,"to exchange, to replace",JLPT JLPT_N4,fAPL%{p!|p,"แลกเปลี่ยน, แทนที่, แลกเปลี่ยนกัน, ทดแทน",電池を取り替えます。,ฉันจะเปลี่ยนแบตเตอรี่
急ぐ,いそぐ,"to hurry, to be in a hurry, to rush",Genki Genki_Ln.6 Intermediate_Japanese_Ln.2 JLPT JLPT_N4,C+o)~b82kd,"รีบร้อน, กำลังรีบร้อน, รีบเร่ง, เร่งรีบ",急がないでください。,กรุณาอย่ารีบร้อน
簡単,かんたん,simple,JLPT JLPT_N4,oG^L}3iGdF,"เรียบง่าย, ไม่ซับซ้อน, ง่ายดาย, ตรงไปตรงมา",これは簡単です。,นี่ง่าย
参る,まいる,humble expression for 行く and 来る,Genki Genki_Ln.20 Intermediate_Japanese_Ln.6 JLPT JLPT_N4,dY_fG(MyTI,"สำนวนที่ถ่อมตัวสำหรับ行く และ 来ル, เดินทางไป, เดินทางมา, เข้าพบ",先生のお宅に参ります。,ฉันจะไปบ้านของคุณครู
全然,ぜんぜん,"not at all; wholly, entirely",JLPT JLPT_N4,iJGs=<smMr,"ไม่เลย โดยสิ้นเชิง อย่างสมบูรณ์, ไม่ได้เลย, โดยทั้งหมด, ทั้งสิ้น",全然分かりません。,ฉันไม่เข้าใจเลย
特別,とくべつ,special,JLPT JLPT_N4,w*:rZ|MXHf,"พิเศษ, เฉพาะ, เป็นพิเศษ, โดดเด่น",これは特別の味です。,นี่เป็นรสชาติพิเศษ
復習,ふくしゅう,"review (of lessons), revision",JLPT JLPT_N4,O40vK?08(g,"การทบทวน (บทเรียน) การแก้ไข, ทบทวน, ตรวจสอบ, ปรับปรุง",復習をします。,ฉันจะทบทวนบทเรียน
間に合う,まにあう,to be in time for,JLPT JLPT_N4,l3xWb^IMb,"เพื่อให้ทันเวลา, ทันเวลา, มาทัน, ตรงเวลา",間に合いました。,ฉันมาทันเวลา
役に立つ,やくにたつ,"to be helpful, to be useful",Intermediate_Japanese_Ln.4 JLPT JLPT_N4,Bodoj{2=?#,"เพื่อช่วยเหลือ เพื่อให้เกิดประโยชน์, มีประโยชน์, เป็นประโยชน์, อำนวยประโยชน์",これは役に立ちます。,นี่มีประโยชน์
もうすぐ,もうすぐ,very soon; in a few moments; days,Genki Genki_Ln.12 JLPT JLPT_N4,cr{2h{c->,"อีกไม่นาน; อีกไม่กี่นาที; อีกไม่กี่วัน, ในไม่ช้า, อีกหน่อย, เร็วๆ นี้",もうすぐ春です。,ฤดูใบไม้ผลิกำลังจะมาถึงในไม่ช้า
真中,まんなか,"middle, center",JLPT JLPT_N4,R5Bu:`G<@,"กลาง, ศูนย์กลาง, ใจกลาง, ตรงกลาง",真ん中に座ります。,ฉันจะนั่งตรงกลาง
戻る,もどる,to return (v.i.); to come back,Genki Genki_Ln.20 Intermediate_Japanese_Ln.8 JLPT JLPT_N4,g9-rOAl2<k,"กลับมา (กริยา); กลับมาอีกครั้ง, ย้อนกลับ, คืนกลับ, หวนคืน",家に帰ります。,ฉันจะกลับบ้าน
研究,けんきゅう,"study, research, investigation",JLPT JLPT_N4,"r,JjBHrK!8","การศึกษา การวิจัย การสืบสวน, ค้นคว้า, วิจัย, สำรวจ",研究をします。,ฉันจะทำการวิจัย
ケーキ,ケーキ,cake,Genki Genki_Ln.13 JLPT JLPT_N4,iADgmRoi>q,"เค้ก, ขนมเค้ก, ของหวาน, เบเกอรี่",ケーキを食べます。,ฉันจะกินเค้ก
草,くさ,grass,JLPT JLPT_N4,CRSs:E15FF,"หญ้า, ทุ่งหญ้า, ใบหญ้า, สนามหญ้า",草が茂っています。,หญ้าขึ้นรก
込む,こむ,to be crowded,JLPT JLPT_N4,C3zU]</XPv,"แออัด, เบียดเสียด, หนาแน่น, ยัดเยียด",人が混んでいます。,คนเยอะมาก
この頃,このごろ,"these days, nowadays",Genki Genki_Ln.10 JLPT JLPT_N4,F2eeT8$KYX,"ทุกวันนี้, ปัจจุบันนี้, สมัยนี้, เดี๋ยวนี้",この頃、忙しいです。,ช่วงนี้ฉันยุ่ง
訪ねる,たずねる,to visit,JLPT JLPT_N4,l{^{>8a$f>,"เพื่อเยี่ยมชม, ไปเยี่ยม, แวะเยี่ยม, ไปหา",友達を訪ねます。,ฉันจะไปเยี่ยมเพื่อน
下げる,さげる,to lower (v.t.); to hang,Intermediate_Japanese_Ln.2 JLPT JLPT_N4,mC:cy`3AnB,"ลดลง (กริยา); แขวน, ห้อย, หย่อน, ลดระดับ",音を下げてください。,กรุณาลดเสียงลง
花見,はなみ,cherry-blossom viewing,JLPT JLPT_N4,ulvW_e[_zQ,"การชมดอกซากุระ, ดูซากุระ, เทศกาลดอกซากุระ, ชมดอกไม้",花見に行きます。,ฉันจะไปชมดอกซากุระ
