expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
暴力,ぼうりょく,violence,JLPT_1 JLPT,"bBwqHP,dIr","ความรุนแรง, การทำร้าย, การใช้กำลัง, การข่มเหง",暴力は良くない。,ความรุนแรงไม่ดี
飽和,ほうわ,saturation,JLPT_1 JLPT,e-F){8|6>q,"ความอิ่มตัว, การอิ่มตัว, จุดอิ่มตัว, เต็มที่",水が飽和状態になった。,น้ำถึงจุดอิ่มตัวแล้ว
ホース,ホース,hose,JLPT_1 JLPT,mR5}X@MWM{,"สายยาง, ท่อ, ท่อยาง, สายส่ง",ホースで水をまく。,รดน้ำด้วยสายยาง
ポーズ,ポーズ,pause,JLPT_1 JLPT,o2eqJ-PY$U,"หยุดชั่วคราว, หยุดพัก, ชะงัก, พักค้าง",一時ポーズをしましょう。,เรามาหยุดพักกันสักครู่
ホール,ホール,hall; hole,JLPT_1 JLPT,g=V#H+1mJd,"ห้องโถง; รู, โถง, หอประชุม, ช่อง",広いホールがある。,มีห้องโถงกว้าง
保温,ほおん,"retaining warmth, keeping heat in, heat insulation",JLPT_1 JLPT,caxU`1c?H},"รักษาความอบอุ่น กักเก็บความร้อน ฉนวนกันความร้อน, การรักษาอุณหภูมิ, การเก็บความอุ่น, การป้องกันความร้อน",保温機能がついている。,มีฟังก์ชันรักษาความร้อน
捕獲,ほかく,"capture, seizure",JLPT_1 JLPT,b>64#LmJ&_,"การจับกุม การยึด, การจับ, การดักจับ, การเข้ายึด",鳥を捕獲した。,จับนกได้
保管,ほかん,"custody, safekeeping, storage",JLPT_1 JLPT,dQ*M>yKiW},"การดูแลรักษา การเก็บรักษา การจัดเก็บ, การรักษาสิ่งของ, การเก็บเข้าคลัง, การฝากเก็บ",大切な書類を保管する。,เก็บรักษาเอกสารสำคัญ
補給,ほきゅう,"supply, supplying, replenishment",JLPT_1 JLPT,Dc(.H5{&b@,"จัดหา, เติมเต็ม, ส่งเสบียง",物資を補給する。,จัดหาสิ่งของ
補強,ほきょう,reinforcement,JLPT_1 JLPT,J3$|<dn.re,"การเสริมแรง, การเสริมกำลัง, การสนับสนุน, การเพิ่มความแข็งแรง",壁を補強する。,เสริมความแข็งแรงของผนัง
募金,ぼきん,"fund-raising, collection of funds",JLPT_1 JLPT,h)Vl=R>l^q,"การระดมทุน การรวบรวมเงินบริจาค, การรับบริจาค, การเรี่ยไรเงิน, การรวบรวมเงิน",募金活動を行う。,ดำเนินการระดมทุน
牧師,ぼくし,"pastor, minister, clergyman",JLPT_1 JLPT,pz`YHSooKr,"บาทหลวง, นักบวช, พระ, ผู้เทศนา",彼は牧師です。,เขาเป็นบาทหลวง
捕鯨,ほげい,whaling,JLPT_1 JLPT,x$O*osSX;x,"การล่าปลาวาฬ, การจับปลาวาฬ, การประมงปลาวาฬ, การล่าวาฬ",捕鯨は禁止されている。,การล่าปลาวาฬถูกห้าม
惚ける,ぼける,"to grow senile, to fade",JLPT_1 JLPT,q*FJd;okG=,"เริ่มแก่ชรา เสื่อมถอย, เลอะเลือน, หลงๆ ลืมๆ, ซีดจาง",年を取ってぼける。,แก่ตัวลงจนเลอะเลือน
保険,ほけん,"insurance, guarantee",JLPT_1 JLPT,Bet5?24idk,"ประกันภัย, การรับประกัน, การประกัน, หลักประกัน",生命保険に加入する。,ทำประกันชีวิต
母校,ぼこう,alma mater,JLPT_1 JLPT,qX^1y@?`G[,"สถาบันการศึกษา, โรงเรียนเก่า, มหาวิทยาลัยที่สำเร็จการศึกษา, สถานศึกษาเดิม",母校を訪れる。,ไปเยี่ยมโรงเรียนเก่า
母国,ぼこく,one's home country (same as 自分の国 (じぶんのくに)),JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,bSW6]:G@H?,"ประเทศบ้านเกิด (เหมือนกับ 自分の国 (じぶんのくに)), บ้านเกิด, แผ่นดินแม่, ประเทศของตนเอง",母国に帰る。,กลับประเทศบ้านเกิด
誇る,ほこる,"to boast of, to be proud of",JLPT_1 JLPT,M-#?~#CKEe,"เพื่อโอ้อวด เพื่อภาคภูมิใจ, อวดอ้าง, ภูมิใจ, เชิดชู",自分の国を誇る。,ภูมิใจในประเทศของตน
綻びる,ほころびる,"to come apart at the seams, to smile broadly",JLPT_1 JLPT,IzpFoG;o+q,"แตกสลายเป็นชิ้นๆ, ยิ้มกว้าง, ปริ, แยกออก",服が綻びてきた。,เสื้อผ้าเริ่มปริ
干し～,ほし～,dried ~,JLPT_1 JLPT,is?TC|:$uN,"แห้งแล้ว ~, ตากแห้ง, ทำให้แห้ง, ที่ตากไว้",干し魚を食べる。,กินปลาตากแห้ง
ポジション,ポジション,position,JLPT_1 JLPT,PnsJ9Y`/xy,"ตำแหน่ง, ที่ตั้ง, จุดยืน, ฐานะ",そのポジションは危険だ。,ตำแหน่งนั้นอันตราย
干し物,ほしもの,dried washing (clothes,JLPT_1 JLPT,fiEpVY&=zT,"ผ้าที่ตากแห้งแล้ว (เสื้อผ้า), เสื้อผ้าที่ตากไว้, ผ้าแห้ง, เสื้อผ้าที่ซักและตาก",干し物を干す。,ตากผ้าที่ซักแล้ว
保守,ほしゅ,"conservative, maintaining",JLPT_1 JLPT,HeA:gQu%kE,"อนุรักษ์นิยม ยึดมั่น, การรักษาไว้, การคงไว้, พวกหัวเก่า",保守的な考え方。,ความคิดแบบอนุรักษ์นิยม
補充,ほじゅう,"supplementation, replenishment, replenishing",JLPT_1 JLPT,ovQ+M7ILU),"การเสริม การเติมเต็ม การทดแทน, การเติม, การเพิ่มเติม, การเติมสต็อก",在庫を補充する。,เติมสินค้าคงคลัง
補助,ほじょ,"assistance, support, auxiliary",JLPT_1 JLPT,m?5D3_JP+},"ความช่วยเหลือ การสนับสนุน การช่วยเหลือเสริม, การอุดหนุน, เงินช่วยเหลือ, การเกื้อหนุน",補助金をもらう。,ได้รับเงินช่วยเหลือ
舗装,ほそう,"pavement, road surface",JLPT_1 JLPT,glr.;x9$x0,"พื้นผิวถนน, ทางเท้า, ผิวถนน, การลาดยาง",道路の舗装工事。,งานลาดยางถนน
補足,ほそく,"supplement, complement",JLPT_1 JLPT,inE4~;vRlL,"อาหารเสริม, ส่วนประกอบเสริม, ภาคผนวก, ส่วนเพิ่มเติม",補足説明をする。,อธิบายเพิ่มเติม
墓地,ぼち,"cemetery, graveyard",JLPT_1 JLPT,nNMpx>zT&},"สุสาน, ที่ฝังศพ, ป่าช้า, บริเวณฝังศพ",墓地が近い。,สุสานอยู่ใกล้ๆ
発作,ほっさ,"fit, attack",JLPT_1 JLPT,J-l0g]=x_p,"ฟิต, โจมตี, อาการชัก, การกำเริบ",突然発作が起きた。,จู่ๆ ก็มีอาการกำเริบ
没収,ぼっしゅう,forfeited,JLPT_1 JLPT,FTZs|u+c%T,"ริบ, ยึด, ถูกยึด, ถูกริบ",違法な物が没収された。,ของผิดกฎหมายถูกยึด
発足,ほっそく,"starting, inauguration",JLPT_1 JLPT,zOAVt?|e(1,"การเริ่มต้น พิธีเปิด, การก่อตั้ง, การสถาปนา, การจัดตั้ง",会議が発足した。,การประชุมได้เริ่มต้นขึ้น
ポット,ポット,pot,JLPT_1 JLPT,eLxlfyvQa!,"หม้อ, กา, ภาชนะ, กระถาง",ポットにお湯を沸かす。,ต้มน้ำในกา
ほっぺた,ほっぺた,cheek,JLPT_1 JLPT,Jt@~gSztWD,"แก้ม, พวงแก้ม, โหนกแก้ม, ข้างแก้ม",ほっぺたが赤い。,แก้มแดง
ぼつぼつ,ぼつぼつ,"gradually, here and there, spots",JLPT_1 JLPT,jz~OVH6f~Q,"ค่อยๆ ปรากฏขึ้นทีละจุด กระจายไปทั่ว, ทีละน้อย, จุดๆ, เป็นจุดๆ",点がぼつぼつと現れる。,จุดปรากฏขึ้นทีละจุด
没落,ぼつらく,"ruin, fall, collapse",JLPT_1 JLPT,qo9QqJE?e^,"ความพังทลาย, การล่มสลาย, การพังทลาย, ความเสื่อมโทรม",古い家が没落する。,บ้านเก่ากำลังเสื่อมโทรม
解ける,ほどける,"to come untied, to come apart",JLPT_1 JLPT,DA{v}3+Lp$,"หลุดออกจากกัน, แยกออกจากกัน, คลายออก, แก้ปม",靴紐がほどける。,เชือกรองเท้าหลุด
施す,ほどこす,"to give, to conduct, to perform",JLPT_1 JLPT,gYMa.e[yq>,"ให้, ดำเนินการ, แสดง, มอบให้",善意を施す。,แสดงความเมตตา
ほとり,ほとり,vicinity of lake; river,JLPT_1 JLPT,h5B>a}=Y4~,"บริเวณใกล้เคียงทะเลสาบ; แม่น้ำ, ชายฝั่ง, ริมน้ำ, รอบๆ",湖のほとりで休む。,พักผ่อนริมทะเลสาบ
ぼやく,ぼやく,"to grumble, to complain",JLPT_1 JLPT,DOH?PxBsC~,"บ่น, ร้องเรียน, พร่ำบ่น, ครวญคราง",いつも不満をぼやく。,มักจะบ่นถึงความไม่พอใจเสมอ
ぼやける,ぼやける,"to become dim, to become blurred",JLPT_1 JLPT,"rB,1PHpB=G","มืดลง, เบลอลง, พร่ามัว, เลือน",景色がぼやける。,ทิวทัศน์เริ่มพร่ามัว
保養,ほよう,"health preservation, recuperation, recreation",JLPT_1 JLPT,Q#{ir6[3o?,"การรักษาสุขภาพ การฟื้นฟูร่างกาย การพักผ่อนหย่อนใจ, การบำรุงสุขภาพ, การพักผ่อน, การผ่อนคลาย",健康のために保養する。,บำรุงสุขภาพเพื่อสุขภาพที่ดี
捕虜,ほりょ,prisoner of war,JLPT_1 JLPT,qxd6jwjQC6,"เชลยศึก, นักโทษสงคราม, ผู้ถูกจับ, ผู้ต้องขัง",敵の捕虜を捕らえる。,จับเชลยศึกของศัตรู
ボルト,ボルト,volt; bolt,JLPT_1 JLPT,FZLDQ~YD+C,"โวลต์; โบลต์, แรงดันไฟฟ้า, สลักเกลียว, ฟ้าผ่า",電気はボルトで測る。,วัดไฟฟ้าด้วยโวลต์
滅びる,ほろびる,"to be ruined, to perish, to be destroyed",JLPT_1 JLPT,"O_YU5EzmO,","ถูกทำลาย, ล่มสลาย, พินาศ",古い文明が滅びた。,อารยธรรมโบราณได้ล่มสลายไป
滅ぼす,ほろぼす,"to destroy, to overthrow, to ruin",JLPT_1 JLPT,eOA1)SbQq#,"ทำลาย, โค่นล้ม, ทำให้พังพินาศ, ทำลายล้าง",悪を滅ぼす。,ทำลายความชั่วร้าย
本格,ほんかく,"propriety, full-scale",JLPT_1 JLPT,DzD$oDSZg.,"ความเหมาะสมอย่างเต็มรูปแบบ, ของแท้, อย่างเต็มตัว, ระดับมืออาชีพ",本格的な料理教室。,ชั้นเรียนทำอาหารแบบเต็มรูปแบบ
本館,ほんかん,main building,JLPT_1 JLPT,rO)PGxv/$V,"อาคารหลัก, อาคารประธาน, ตึกใหญ่, อาคารศูนย์กลาง",本館はどこですか。,อาคารหลักอยู่ที่ไหน
本気,ほんき,"seriousness, truth, sanctity",JLPT_1 JLPT,m?pL_oxeK4,"ความจริงจัง ความจริง ความศักดิ์สิทธิ์, ความตั้งใจจริง, จริงจัง, อย่างจริงใจ",本気でやっています。,ฉันทำอย่างจริงจัง
本国,ほんごく,one's own country,JLPT_1 JLPT,HviGkp(Y>O,"ประเทศของตนเอง, ประเทศบ้านเกิด, บ้านเกิดเมืองนอน, มาตุภูมิ",本国で事業を始める。,เริ่มธุรกิจในประเทศบ้านเกิด
本質,ほんしつ,"essence, true nature, reality",JLPT_1 JLPT,HQcPpLF4DH,"แก่นแท้, ธรรมชาติที่แท้จริง, ความเป็นจริง, เนื้อแท้",問題の本質を理解する。,เข้าใจแก่นแท้ของปัญหา
本体,ほんたい,"substance, body, trunk",JLPT_1 JLPT,"f]jl3TlH~,","สาระสำคัญ, ร่างกาย, ลำตัว, ตัวเครื่อง",機械本体を修理する。,ซ่อมแซมตัวเครื่องจักร
本音,ほんね,"(one's) real intention, motive",JLPT_1 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,Li:D?QHH;~,"เจตนาหรือแรงจูงใจที่แท้จริงของบุคคลนั้น, ความคิดที่แท้จริง, ความรู้สึกที่แท้จริง, สิ่งที่อยู่ในใจ",彼の本音は分からない。,ฉันไม่รู้ความคิดที่แท้จริงของเขา
本能,ほんのう,instinct,JLPT_1 JLPT,LYsP`F`>Yc,"สัญชาตญาณ, พฤติกรรมตามธรรมชาติ, แรงกระตุ้นภายใน, สิ่งที่เกิดจากธรรมชาติ",動物は本能で動く。,สัตว์เคลื่อนไหวตามสัญชาตญาณ
本場,ほんば,"home, best place, genuine",JLPT_1 JLPT,L1wT%E>`J`,"บ้าน สถานที่ที่ดีที่สุด แท้จริง, ถิ่นกำเนิด, แหล่งผลิต, ต้นตำรับ",これは本場大阪のたこ焼きです。,นี่คือทาโกะยากิต้นตำรับจากโอซาก้า
ポンプ,ポンプ,pump,JLPT_1 JLPT,iq>r8*xxvq,"ปั๊ม, เครื่องสูบ, อุปกรณ์สูบ, สูบน้ำ",ポンプで水を吸い上げます。,สูบน้ำขึ้นด้วยปั๊ม
本文,ほんぶん,"text (of document), body (of letter)",JLPT_1 JLPT,OPcHo]s_IF,"ข้อความ (ของเอกสาร), เนื้อหา (ของจดหมาย), ตัวอักษร, สาระสำคัญ",本文を読んでください。,กรุณาอ่านเนื้อหา
本名,ほんみょう,real name,JLPT_1 JLPT,tgSVI-BSzp,"ชื่อจริง, นามจริง, ชื่อที่ใช้จริง, ชื่อเกิด",本名は田中です。,ชื่อจริงคือทานากะ
マーク,マーク,mark,JLPT_1 JLPT,xSmh(Hx|6s,"เครื่องหมาย, สัญลักษณ์, จุดสังเกต, ตรา",このマークは何ですか。,เครื่องหมายนี้คืออะไร
マイ～,マイ～,"my ~, one's own ~",JLPT_1 JLPT,M3C.y[*%DG,"ของฉัน ~ ของตัวเอง ~, ส่วนตัว, ของผม, ของเรา",これは私のマイカーです。,นี่คือรถส่วนตัวของฉัน
マイクロフォン,マイクロフォン,microphone,JLPT_1 JLPT,"O(^,e1PC5c","ไมโครโฟน, ไมค์, เครื่องขยายเสียง, อุปกรณ์รับเสียง",マイクロフォンを準備してください。,กรุณาเตรียมไมโครโฟน
埋蔵,まいぞう,"buried property, treasure trove",JLPT_1 JLPT,x=IBNay?qY,"ทรัพย์สินที่ถูกฝังอยู่ใต้ดิน, ขุมทรัพย์, สมบัติใต้ดิน, ของมีค่าที่ซ่อนอยู่",昔、宝が埋蔵されていた。,ในสมัยก่อนมีสมบัติถูกฝังอยู่
舞う,まう,"to dance, to flutter about, to revolve",JLPT_1 JLPT,E~)$*yPg`;,"เต้นรำ, โบกสะบัดไปมา, หมุนวน, ร่ายรำ",雪が舞っている。,หิมะกำลังโปรยปราย
真上,まうえ,"just above, right overhead",JLPT_1 JLPT,d)IsOG^B=),"ด้านบนเล็กน้อย ขวาเหนือศีรษะ, เหนือขึ้นไป, เบื้องบน, ตรงเหนือ",真上に鳥が飛んでいる。,มีนกบินอยู่เหนือศีรษะพอดี
前売,まえうり,"advance sale, booking",JLPT_1 JLPT,bq0PjYAHh(,"ขายล่วงหน้า, การจอง, ซื้อล่วงหน้า, การสำรองที่",映画のチケットを前売で買いました。,ฉันซื้อตั๋วหนังแบบจองล่วงหน้า
前置き,まえおき,"preface, introduction",JLPT_1 JLPT,w66ywP/&&4,"คำนำ, บทนำ, อารัมภบท, เกริ่นนำ",前置きは短くします。,จะกล่าวเกริ่นนำสั้นๆ
任す,まかす,"to entrust, to leave to a person",JLPT_1 JLPT,p:ILhp([Gw,"มอบหมาย, ฝากไว้กับบุคคลใดบุคคลหนึ่ง, มอบให้, ยกให้",この仕事は彼に任します。,ฉันจะมอบหมายงานนี้ให้เขา
負かす,まかす,to defeat,JLPT_1 JLPT,qi|Hx;t;6u,"เพื่อเอาชนะ, ปราบ, เอาชนะอีกฝ่าย, สยบ",弟を負かしました。,ฉันเอาชนะน้องชายได้
賄う,まかなう,"to give board to, to provide meals, to pay",JLPT_1 JLPT,z7=~3@j0#5,"ให้ที่พัก ให้อาหาร จ่ายเงิน, จัดหา, จัดเลี้ยง, เลี้ยงดู",大家が食事を賄う。,เจ้าของบ้านจัดเตรียมอาหาร
紛らわしい,まぎらわしい,"confusing, misleading, ambiguous",JLPT_1 JLPT,"h,2f1PppwU","สับสน เข้าใจผิด คลุมเครือ, ชวนให้เข้าใจผิด, คลุมเคลือ, ไม่กระจ่าง",言葉が紛らわしい。,คำพูดนั้นชวนให้เข้าใจผิด
紛れる,まぎれる,"to be diverted, to slip into",JLPT_1 JLPT,d#WX3KXSxZ,"ถูกเบี่ยงเบน, หลุดเข้าไป, ปะปน, แทรกตัว",人混みに紛れた。,หลุดเข้าไปในฝูงชน
真心,まごころ,"sincerity, devotion",JLPT_1 JLPT,D6e()w&]x>,"ความจริงใจ ความทุ่มเท, ใจจริง, ความซื่อสัตย์, ความภักดี",真心こめて作りました。,ฉันทำด้วยใจจริง
まごつく,まごつく,"to be confused, to be flustered",JLPT_1 JLPT,f/~oJkW$x!,"สับสน งุนงง, มึนงง, ทำตัวไม่ถูก, พะว้าพะวัง",急に聞かれてまごついた。,ถูกถามกะทันหันจนทำอะไรไม่ถูก
誠,まこと,"truth, faith, fidelity",JLPT_1 JLPT,t$vv<u=?i:,"ความจริง ศรัทธา ความซื่อสัตย์, สัจธรรม, ความจงรักภักดี, ความเที่ยงตรง",誠は大切だ。,ความจริงใจเป็นสิ่งสำคัญ
誠に,まことに,"indeed, really (very polite), absolutely",JLPT_1 JLPT Genki_Ln.20 Genki,P/8R*Tv!+F,"จริง ๆ จริง ๆ (สุภาพมาก) อย่างแน่นอน, แท้จริงแล้ว, อย่างแท้จริง, โดยแท้จริง",誠にありがとうございます。,ขอบคุณจริงๆ ครับ/ค่ะ
まさしく,まさしく,"surely, no doubt, evidently",JLPT_1 JLPT,zuz5Xe$DuA,"แน่นอน ไม่ต้องสงสัย เห็นได้ชัด, อย่างแน่นอนที่สุด, ชัดเจนที่สุด, ประจักษ์ชัด",まさしく私の探していたものです。,นี่คือสิ่งที่ฉันตามหาอย่างแน่นอน
勝る,まさる,"to excel, to surpass, to out-rival",JLPT_1 JLPT,t<|1#xSX&T,"เพื่อความเป็นเลิศ เพื่อเหนือกว่า เพื่อเอาชนะ, เป็นเลิศ, ยอดเยี่ยมกว่า, ดีเลิศกว่า",彼の能力は誰にも勝る。,ความสามารถของเขาเหนือกว่าใคร
～増し,～まし,~increase,JLPT_1 JLPT,z5+QCF_t-U,"~เพิ่มขึ้น, ~มากขึ้น, ~มีมากขึ้น, ~มากขึ้นเรื่อยๆ",少しずつ良くなるでしょう。,น่าจะดีขึ้นเรื่อยๆ
交える,まじえる,"to mix, to converse with, to cross (swords)",JLPT_1 JLPT,B~3MEZXI+!,"ผสมผสาน, สนทนากัน, โต้เถียงกัน, เจือปน",友人と意見を交えた。,ฉันแลกเปลี่ยนความคิดเห็นกับเพื่อน
真下,ました,"right under, directly below",JLPT_1 JLPT,Iz;A7a]fD~,"ตรงด้านล่าง ใต้ลงมาโดยตรง, ข้างล่างสุด, ใต้สุด, ลงมาข้างล่าง",真下に川が流れている。,มีแม่น้ำไหลอยู่ตรงด้านล่าง
まして,まして,"still more, still less (with neg. verb), to say nothing of",JLPT_1 JLPT,PY/0T[blt;,"ยิ่งน้อยลงไปอีก (ใช้กับกริยาปฏิเสธ) ยังไม่นับรวมด้วย, ยิ่งไปกว่านั้น, ไม่ต้องพูดถึง, แล้วยิ่ง",彼は来ない、ましてや彼女も。,เขาไม่มา ยิ่งไปกว่านั้นเธอก็ไม่มาด้วย
交わる,まじわる,"to cross, to intersect, to mingle with,",JLPT_1 JLPT,mS|?u$Z<><,"ข้าม, ตัดกัน, ผสมผสานกัน, ปะทะ",二つの道が交わる。,ถนนสองสายตัดกัน
麻酔,ますい,anesthesia,JLPT_1 JLPT,"mw>M%F[]D,","ยาชา, ยาสลบ, การวางยาสลบ, ยาระงับความรู้สึก",手術の前に麻酔をしました。,ทำการวางยาสลบก่อนการผ่าตัด
またがる (うまを～),またがる (うまを～),to straddle,JLPT_1 JLPT,uN3HnTL61M,"คร่อม, นั่งพาด, ขี่คร่อม, ก้าวข้าม",馬にまたがった。,ขี่ม้า
待ち合わせ,まちあわせ,appointment,JLPT_1 JLPT,IyY!Ll1/sj,"การนัดหมาย, การนัดพบ, นัดเจอ, นัด",駅で待ち合わせをします。,นัดพบกันที่สถานี
待ち遠しい,まちどおしい,looking forward to,JLPT_1 JLPT,w+0{4=a9>3,"ตั้งตารอ, รอคอย, เฝ้ารอ, อยากให้ถึงเร็วๆ",夏休みが待ち遠しい。,ตั้งตารอวันหยุดฤดูร้อน
待ち望む,まちのぞむ,"to look anxiously for, to wait eagerly for",JLPT_1 JLPT,CwJO9mIIMV,"มองหาอย่างใจจดใจจ่อ รอคอยอย่างกระตือรือร้น, เฝ้ารอคอย, อยากได้, ตั้งใจรอ",卒業を待ち望む。,เฝ้ารอคอยการสำเร็จการศึกษา
まちまち,まちまち,"various, different",JLPT_1 JLPT,Ddw`;bcVVc,"หลากหลาย แตกต่างกัน, คละเคล้า, ไม่เหมือนกัน, ต่างๆ กัน",人の意見はまちまちだ。,ความคิดเห็นของผู้คนแตกต่างกันไป
末期,まっき,"deathbed, hour of death",JLPT_1 JLPT,GQt+3/1&iv,"เตียงนอนก่อนตาย ชั่วโมงแห่งความตาย, วาระสุดท้าย, ช่วงใกล้ตาย, ปลายชีวิต",病気の末期。,ระยะสุดท้ายของโรค
真っ二つ,まっぷたつ,in two equal parts,JLPT_1 JLPT,rhE|8rVnO$,"ในสองส่วนเท่าๆ กัน, แบ่งครึ่ง, ผ่าครึ่ง, สองซีก",紙を真っ二つに折った。,พับกระดาษครึ่งหนึ่ง
まと,まと,"mark, target",JLPT_1 JLPT,Q*)wm/p9we,"ทำเครื่องหมาย, เป้าหมาย, จุดมุ่งหมาย, เป้า",的を狙って撃つ。,ยิงเข้าเป้า
纏まり,まとまり,"conclusion, settlement, consistency",JLPT_1 JLPT,"z55#c:D.,?","ข้อสรุป การยุติ ความสอดคล้อง, ข้อยุติ, ความเป็นอันหนึ่งอันเดียวกัน, ความเข้ากัน",話の纏まりがない。,การพูดไม่มีความต่อเนื่อง
纏め,まとめ,"settlement, conclusion",JLPT_1 JLPT,oa&iF{vs}),"การประนีประนอม ข้อสรุป, การตัดสิน, การจัดการ, สรุป",会議のまとめをする。,สรุปการประชุม
免れる,まぬがれる,"to escape from, to be exempted",JLPT_1 JLPT,s%K15EwNfz,"เพื่อหลีกหนี เพื่อได้รับการยกเว้น, รอดพ้น, พ้นจาก, ปลอดพ้น",危険を免れる。,รอดพ้นจากอันตราย
招き,まねき,invitation,JLPT_1 JLPT,yU~T`=>LDi,"การเชิญ, คำเชิญ, การเชื้อเชิญ, การเรียก",パーティーへの招き。,คำเชิญไปปาร์ตี้
瞬き,まばたき,"wink, twinkling (of stars), flicker (of light)",JLPT_1 JLPT,P9XKDg!![C,"กระพริบตา, แสงระยิบระยับ (ของดวงดาว), แสงริบหรี่ (ของแสง), แสงวับ",瞬きをする。,กระพริบตา
麻痺,まひ,"paralysis, palsy, numbness",JLPT_1 JLPT,"E,_FTp$2/<","อัมพาต, อัมพาตครึ่งซีก, อาการชา, กลายเป็นอัมพาต",足が麻痺した。,เท้าชา
～まみれ,～まみれ,"covered with (by, in) ~",JLPT_1 JLPT,"sqX,LlH3-A","ปกคลุมด้วย (โดย, ใน) ~, ~เต็มไปหมด, ~เกลื่อน",汗まみれの顔。,ใบหน้าที่เต็มไปด้วยเหงื่อ
眉,まゆ,eyebrow,JLPT_1 JLPT,s]w/H=It~C,"คิ้ว, ขนคิ้ว, วงคิ้ว, แนวคิ้ว",眉をひそめる。,ขมวดคิ้ว
鞠,まり,ball,JLPT_1 JLPT,L0Js7PDQey,"ลูกบอล, บอล, ลูกกลมๆ, ทรงกลม",まりつきをする。,เล่นเตะลูกบอล
丸ごと,まるごと,"in its entirety, whole, wholly",JLPT_1 JLPT,oAOL{@?a=y,"โดยสมบูรณ์ ทั้งหมด โดยสมบูรณ์, ทั้งหมดเลย, ทั้งหมดทั้งมวล, โดยสิ้นเชิง",りんごを丸ごと食べる。,กินแอปเปิ้ลทั้งลูก
まるっきり,まるっきり,"completely, perfectly, just as if",JLPT_1 JLPT,roz]qfa`JS,"อย่างสมบูรณ์แบบ ไร้ที่ติ ราวกับว่า, อย่างสิ้นเชิง, โดยสิ้นเชิง, อย่างแน่นอน",まるっきり初めてです。,นี่เป็นครั้งแรกอย่างสิ้นเชิง
丸々,まるまる,completely,JLPT_1 JLPT,eV$3aB(/)x,"อย่างสมบูรณ์, โดยสิ้นเชิง, ทั้งหมดทั้งสิ้น, อย่างเต็มที่",借金を丸々返す。,ชำระหนี้ทั้งหมด
丸める,まるめる,"to make round, to round off, to roll up",JLPT_1 JLPT,Nd=%r[H=>c,"ทำให้กลม, ทำให้เป็นทรงกลม, ม้วนขึ้น, ห่อม้วน",紙を丸める。,ม้วนกระดาษ
満月,まんげつ,full moon,JLPT_1 JLPT,dZR3ROGpT$,"พระจันทร์เต็มดวง, พระจันทร์วันเพ็ญ, คืนจันทร์เต็มดวง, ดวงจันทร์เต็มดวง",今夜は満月だ。,คืนนี้เป็นคืนพระจันทร์เต็มดวง
満場,まんじょう,"unanimous, whole audience",JLPT_1 JLPT,ffiOG%*5K_,"เป็นเอกฉันท์ ผู้ชมทั้งหมด, ทั้งห้องประชุม, ทุกคนในที่ประชุม, โดยไม่มีข้อยกเว้น",満場一致で可決された。,ได้รับการอนุมัติเป็นเอกฉันท์
真ん前,まんまえ,"right in front, under the nose",JLPT_1 JLPT,B[GBnZiI4Z,"ตรงหน้าเลย ใต้จมูกเลย, อยู่ข้างหน้า, ตรงข้างหน้า, จ่ออยู่ข้างหน้า",真ん前に駅がある。,มีสถานีอยู่ตรงหน้าเลย
真ん丸い,まんまるい,perfectly circular,JLPT_1 JLPT,F)+$.BY>]K,"วงกลมสมบูรณ์แบบ, กลมกิ๊ก, กลมดิ๊ก, กลมเป๊ะ",真ん丸い顔。,ใบหน้ากลมเหมือนลูกบอล
真ん円い,まんまるい,perfectly round,JLPT_1 JLPT,l73GW43&1I,"กลมสนิท, กลมกลึง, กลมเกลี้ยง, กลมป้อม",真ん円いテーブル。,โต๊ะทรงกลมสมบูรณ์แบบ
～味,～み,~ cast (sense of taste),JLPT_1 JLPT,JZMc!Ve6^U,"~ การคัดเลือก (ประสาทสัมผัสในการรับรส), ~รสชาติ, ~รสสัมผัส, ~ความกลมกล่อม",この料理に甘みがあります。,อาหารจานนี้มีรสหวาน
見合い,みあい,formal marriage interview,JLPT_1 JLPT,dP:cnU(>Lf,"การสัมภาษณ์การแต่งงานอย่างเป็นทางการ, การดูตัว, นัดดูตัว, สู่ขอ",見合いをしました。,นัดดูตัว
見合わせる,みあわせる,to exchange glances; to postpone,JLPT_1 JLPT,o0gE$9N?58,"สบตากัน; เลื่อนออกไป, มองหน้ากัน, เลื่อนเวลา, พักไว้ก่อน",二人は見合わせている。,ทั้งสองคนมองหน้ากัน
見落とす,みおとす,"to overlook, to fail to notice",JLPT_1 JLPT,pxrQq~WN~>,"มองข้าม ไม่สังเกตเห็น, มองผ่าน, พลาดไป, ละเลย",大切なことを見落とさないように。,อย่ามองข้ามสิ่งสำคัญ
未開,みかい,"savage land, backward region, uncivilized",JLPT_1 JLPT,A5z6h|*?{|,"ดินแดนป่าเถื่อน ภูมิภาคล้าหลัง ไร้อารยธรรม, ยังไม่พัฒนา, ยังไม่เจริญ, ไม่มีความเจริญ",未開の地。,ดินแดนที่ยังไม่ได้รับการพัฒนา
