expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
分類,ぶんるい,classification,JLPT JLPT_2,t{7wYNi1W2,"การจำแนกประเภท, การจัดประเภท, การแบ่งหมวดหมู่, การแยกประเภท",本を種類別に分類しました。,ฉันจัดประเภทหนังสือตามชนิด
閉会,へいかい,closure,JLPT JLPT_2,cAcpFr>2mr,"การปิด, การเลิก, การยุติ, การปิดประชุม",会議が閉会しました。,การประชุมได้สิ้นสุดลงแล้ว
平気,へいき,"coolness, calmness, unconcern",JLPT JLPT_2,z(xagV[dg-,"ความเยือกเย็น ความสงบ ความไม่ใส่ใจ, ใจเย็น, ไม่สะทกสะท้าน, ไม่หวั่นไหว",彼はどんなことにも平気だ。,เขาไม่สะทกสะท้านกับสิ่งใดเลย
並行,へいこう,"(going) side by side, concurrent, at the same time",JLPT_1 JLPT JLPT_2,oq7x11wlwL,"(ดำเนินไป) เคียงข้างกัน, พร้อมกัน, ในเวลาเดียวกัน, ควบคู่กัน",二つの道が並行している。,ถนนสองสายขนานกัน
平日,へいじつ,weekday,JLPT JLPT_2,"PX,G5cgs03","วันธรรมดา, วันทำงาน, วันปกติ, วันทำการ",平日は忙しいです。,วันธรรมดายุ่งครับ/ค่ะ
兵隊,へいたい,soldier,JLPT JLPT_2,toM&i}fuLv,"ทหาร, พลทหาร, กองทัพ, กำลังพล",兵隊がパレードをした。,ทหารเดินขบวนพาเหรด
平凡,へいぼん,"common, ordinary",JLPT JLPT_2,"s`b],MR&9J","ทั่วไป, ปกติ, ธรรมดา, สามัญ",これは平凡な家だ。,นี่เป็นบ้านธรรมดา
平野,へいや,"plain, open field",JLPT JLPT_2,L[uUr}G9/R,"ทุ่งโล่งราบเรียบ, ที่ราบ, ลานกว้าง, บริเวณราบ",広大な平野が広がっている。,ที่ราบอันกว้างใหญ่แผ่ขยายออกไป
凹む,へこむ,"to be dented, to be indented",JLPT JLPT_2,ORF0ctV6X[,"บุบ, เป็นรอยบุ๋ม, ยุบ, ทรุด",車が凹んでしまった。,รถบุบไปแล้ว
へそ,へそ,"navel, belly-button",JLPT JLPT_2,qr%|N/rOJm,"สะดือ, ดุม, ปุ่มท้อง",へその緒を切る。,ตัดสายสะดือ
隔てる,へだてる,to be shut out,JLPT JLPT_2,QSnbE1ue1O,"ถูกกีดกัน, กั้นขวาง, ถูกแยก, ถูกกันออก",山が谷を隔てている。,ภูเขากั้นหุบเขา
別荘,べっそう,villa; vacation home; summer cottage,JLPT Intermediate_Japanese Genki_Ln.23 JLPT_2 Intermediate_Japanese_Ln.13 Genki,__kVP|dTW,"วิลล่า; บ้านพักตากอากาศ; บ้านพักฤดูร้อน, คฤหาสน์, เรือนรับรอง, รีสอร์ท",夏に別荘に行く予定です。,ฉันมีแผนจะไปบ้านพักตากอากาศช่วงฤดูร้อน
別々,べつべつ,"separately, individually",JLPT JLPT_2,jZHX%HAw.@,"แยกกัน ทีละราย, โดยลำพัง, ส่วนตัว, ต่างหาก",二人は別々に行動した。,ทั้งสองคนดำเนินการแยกกัน
ベテラン,ベテラン,veteran,JLPT JLPT_2,N$f]d}-cKp,"ทหารผ่านศึก, ผู้คร่ำหวอด, ผู้ช่ำชอง, ผู้มีประสบการณ์",彼はベテランのエンジニアです。,เขาเป็นวิศวกรที่มีประสบการณ์
ヘリコプター,ヘリコプター,helicopter,JLPT JLPT_2,q)Q=o$Y_hX,"เฮลิคอปเตอร์, ยานเฮลิคอปเตอร์, เครื่องบินปีกหมุน, ฮ.",ヘリコプターが飛んでいる。,เฮลิคอปเตอร์กำลังบิน
編集,へんしゅう,"editing, compilation, editorial (e.g., committee)",JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,CMY4=Qx!?>,"การแก้ไข การรวบรวม การทำงานด้านบรรณาธิการ (เช่น คณะกรรมการ), การเรียบเรียง, การตัดต่อ, การรวบรวม",記事の編集を手伝う。,ฉันช่วยเรียบเรียงบทความ
便所,べんじょ,"toilet, lavatory",JLPT JLPT_2,vS8<$f00~!,"ห้องสุขา, ห้องน้ำ, ส้วม",便所はどこですか。,ห้องน้ำอยู่ที่ไหนครับ/คะ
ペンチ,ペンチ,pliers (lit: pinchers),JLPT JLPT_2,ypii1BOJF+,"คีม (หรือที่คีบ), ที่คีบ, แหนบ, คีมหนีบ",ペンチで針金を切った。,ฉันตัดลวดด้วยคีม
ボーナス,ボーナス,bonus,JLPT JLPT_2 Genki_Ln.23 Genki,HVcj_;{/5t,"โบนัส, เงินพิเศษ, รางวัลพิเศษ, เพิ่มเติม",年末にボーナスが出ます。,จะได้รับโบนัสตอนสิ้นปี
防～,ぼう～,~ prevention,JLPT JLPT_2,b83:v}U.rY,"~ การป้องกัน, ป้องกัน, การยับยั้ง, การสกัดกั้น",防犯カメラを設置しました。,เราได้ติดตั้งกล้องวงจรปิด
望遠鏡,ぼうえんきょう,telescope,JLPT JLPT_2,"eUp{Pt}o,e","กล้องโทรทรรศน์, กล้องดูดาว, กล้องส่องทางไกล, ทรรศนะไกล",望遠鏡で星を見た。,ฉันดูดาวด้วยกล้องโทรทรรศน์
方角,ほうがく,"direction, way",JLPT JLPT_2,By.)=t/^Rp,"ทิศทาง, ทาง, แนวทาง, ด้าน",北の方角へ進む。,มุ่งหน้าไปทางทิศเหนือ
箒,ほうき,broom,JLPT JLPT_2,f:ESSC#*}*,"ไม้กวาด, ไม้ทำความสะอาด, ไม้ปัดกวาด, แปรงกวาด",箒で床を掃除する。,กวาดพื้นด้วยไม้กวาด
方言,ほうげん,dialect,JLPT JLPT_2,&2X^_SdQt,"ภาษาถิ่น, ภาษาท้องถิ่น, สำเนียง, ภาษาพื้นบ้าน",これは方言ですか。,นี่เป็นภาษาถิ่นหรือเปล่าครับ/คะ
坊さん,ぼうさん,"Buddhist priest, monk",JLPT JLPT_2,"Qc,c}WSH)C","พระสงฆ์, นักบวช, ภิกษุ, พระภิกษุ",坊さんがお経を読んでいる。,พระกำลังสวดมนต์
防止,ぼうし,"prevention, check",JLPT JLPT_2,Nh.L=|T~RY,"การป้องกัน ตรวจสอบ, สกัดกั้น, ห้ามปราม, ควบคุม",事故の防止に努める。,พยายามป้องกันอุบัติเหตุ
方針,ほうしん,"objective, plan, policy",JLPT JLPT_2,stt^|Hkbmf,"วัตถุประสงค์ แผน นโยบาย, เป้าหมาย, วิถีทาง, ยุทธศาสตร์",会社の基本方針が決まった。,นโยบายพื้นฐานของบริษัทถูกตัดสินใจแล้ว
包装,ほうそう,"packing, wrapping",JLPT JLPT_2,Otsl}ZzWXb,"การบรรจุห่อ, การห่อ, การบรรจุ, การหุ้ม",プレゼントをきれいに包装した。,ฉันห่อของขวัญอย่างสวยงาม
法則,ほうそく,"law, rule",JLPT JLPT_2,iMzqR&2E$7,"กฎหมาย ระเบียบ, ข้อบังคับ, ข้อกำหนด, หลักเกณฑ์",自然の法則は不思議だ。,กฎธรรมชาติช่างน่าพิศวง
包帯,ほうたい,bandage,JLPT JLPT_2,jdeHukm4CR,"ผ้าพันแผล, ผ้ากอซ, ผ้าพัน, วัสดุปิดแผล",怪我をしたので包帯を巻いた。,ฉันบาดเจ็บ จึงพันผ้าพันแผล
膨大,ぼうだい,"enormous, extensive",JLPT JLPT_2,hDhfR$-iz,"มหึมา กว้างขวาง, ใหญ่โต, มหาศาล, แผ่กว้าง",そのプロジェクトは膨大な費用がかかる。,โครงการนั้นต้องใช้งบประมาณจำนวนมหาศาล
包丁,ほうちょう,"kitchen knife, carving knife",JLPT JLPT_2,F|0`&E;>^U,"มีดทำครัว มีดแกะสลัก, มีดหั่น, มีดปอก, มีดแล่",包丁で野菜を切る。,หั่นผักด้วยมีดทำครัว
方程式,ほうていしき,equation,JLPT JLPT_2,CWj-S*o0>!,"สมการ, ประโยคสมการ, สัมประสิทธิ์, สูตร",この方程式を解いてください。,กรุณาแก้สมการนี้
防犯,ぼうはん,prevention of crime,JLPT JLPT_2,ud5?<C%(~-,"การป้องกันอาชญากรรม, สกัดกั้นอาชญากรรม, การป้องปราม, ลดอาชญากรรม",防犯対策を強化する。,เสริมมาตรการป้องกันอาชญากรรม
方面,ほうめん,direction; area,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese,pYi7d6I9bd,"ทิศทาง; พื้นที่, แผนก, ด้าน, ส่วน",この方面に詳しいです。,ฉันรู้เรื่องด้านนี้เป็นอย่างดี
坊や,ぼうや,boy,JLPT JLPT_2,G_?oo:%KzF,"เด็กผู้ชาย, ลูกชาย, หนุ่มน้อย, เด็กหนุ่ม",坊やが遊んでいる。,เด็กชายกำลังเล่นอยู่
放る,ほうる,to let go,JLPT JLPT_2,"C{B(cB/!,S","ปล่อยวาง, ละทิ้ง, ปล่อยมือ, คลาย",ゴミを道に放らないでください。,กรุณาอย่าทิ้งขยะลงบนถนน
朗らか,ほがらか,"bright, cheerful, melodious",JLPT JLPT_2,"biS@,:!mm:","สดใส ร่าเริง ไพเราะ, สดชื่น, แจ่มใส, เบิกบาน",彼女は朗らかな人だ。,เธอเป็นคนร่าเริง
朗らか(な),ほがらか(な),"cheerful, merry bright (sky, day, etc.), fine, clear",JLPT JLPT_2,B5Ml)a4{iI,"ร่าเริง สดใส (ท้องฟ้า วัน ฯลฯ) ดี แจ่มใส, รื่นเริง, สบายใจ, ปลอดโปร่ง",今日は朗らかな天気です。,วันนี้อากาศสดใส
牧場,ぼくじょう,farm (livestock); pasture land,JLPT JLPT_2,"D[,+7?JI;Q","ฟาร์ม (ปศุสัตว์); ทุ่งหญ้าเลี้ยงสัตว์, ปศุสัตว์, ทุ่งหญ้า, ฟาร์มสัตว์",北海道には広い牧場があります。,ฮอกไกโดมีฟาร์มปศุสัตว์กว้างใหญ่
牧畜,ぼくちく,stock-farming,JLPT JLPT_2,oCu$DV_SOs,"การเลี้ยงปศุสัตว์, ปศุสัตว์, การเลี้ยงสัตว์, การเกษตรปศุสัตว์",牧畜業が盛んです。,อุตสาหกรรมปศุสัตว์กำลังเฟื่องฟู
保健,ほけん,"health preservation, hygiene, sanitation",JLPT JLPT_2,"tY,tXP&1EW","การรักษาสุขภาพ สุขอนามัย การสุขาภิบาล, อนามัย, สุขาภิบาล, สาธารณสุข",健康保健について学びました。,ฉันได้เรียนรู้เกี่ยวกับการรักษาพยาบาล
募集,ぼしゅう,recruitment,JLPT JLPT_2 Genki_Ln.13 Genki,IXW1A3^TP],"การสรรหาบุคลากร, การจ้างงาน, การรับสมัคร, การหาคน",人材を募集しています。,เรากำลังรับสมัครบุคลากร
干す,ほす,"to air, to dry, to drink up",JLPT JLPT_2,G2&WPE#=vv,"ผึ่งลม, ตากให้แห้ง, ดื่มให้หมด, ตากลม",洗濯物をベランダで干します。,ฉันจะตากผ้าที่ระเบียง
ポスター,ポスター,poster,JLPT_2 JLPT Genki_Ln.21 Genki,vz]f3qYXvW,"โปสเตอร์, แผ่นประกาศ, ใบปิด, รูปโปสเตอร์",このポスターはきれいです。,โปสเตอร์นี้สวยงาม
北極,ほっきょく,North Pole,JLPT JLPT_2,bgjpd&a{kA,"ขั้วโลกเหนือ, อาร์กติก, ขั้วโลกเหนือสุด, จุดเหนือสุดของโลก",北極はとても寒いです。,ขั้วโลกเหนือหนาวมาก
坊っちゃん,ぼっちゃん,son (of others),JLPT JLPT_2,F}X~i4B*xw,"ลูกชาย (ของผู้อื่น), บุตรชาย, เด็กชาย, ลูกท่าน",坊っちゃんは元気です。,ลูกชาย (ของคุณ) สบายดี
解く,ほどく,to unfasten,JLPT JLPT_2,FAb2m|I`v1,"เพื่อคลายออก, แกะออก, ปลดออก, คลี่ออก",ネクタイをほどきます。,ฉันจะแกะเนคไทออก
掘る,ほる,"to dig, to excavate",JLPT JLPT_2,P(Ii(].EKe,"ขุด, ขุดค้น, เจาะ, ค้นหา",庭で穴を掘ります。,ฉันจะขุดหลุมในสวน
彫る,ほる,"to carve, to chisel",JLPT JLPT_2,w:dO4e{8Ji,"แกะสลัก, สลัก, เจียระไน, แกะ",木に鳥を彫ります。,ฉันจะแกะสลักรูปนกบนไม้
ぼろ,ぼろ,"rag, tattered clothes",JLPT JLPT_2,"NW1R}tvp,P","เสื้อผ้าขาดวิ่น, ผ้าขี้ริ้ว, เสื้อผ้าเก่า, ผ้าเปื่อย",この服はぼろぼろです。,เสื้อผ้านี้ขาดวิ่นมาก
盆,ぼん,Festival of the Dead; tray,JLPT JLPT_2,qj@{)T)L*<,"เทศกาลแห่งความตาย; ถาด, เทศกาลบรรพบุรุษ, ถาดเสิร์ฟ, ภาชนะ",お盆に果物を置きます。,ฉันจะวางผลไม้ไว้บนถาด
盆地,ぼんち,"basin (e.g., between mountains)",JLPT JLPT_2,cA[T.nYJ`t,"แอ่ง (เช่น ระหว่างภูเขา), อ่าง, แอ่งกระทะ, ที่ราบต่ำ",この盆地は広いです。,แอ่งนี้กว้าง
ほんの～,ほんの～,"mere, just",JLPT JLPT_2,LD`QTJO;b~,"เพียงแค่, แค่, เพียง, เท่านั้น",ほんの少しだけです。,แค่เล็กน้อยเท่านั้น
本部,ほんぶ,headquarters,JLPT JLPT_2,j_S85q;bAx,"สำนักงานใหญ่, ศูนย์บัญชาการ, ที่ทำการใหญ่, ส่วนกลาง",これは本部の電話です。,นี่คือโทรศัพท์ของสำนักงานใหญ่
本来,ほんらい,"essentially, naturally, by nature",JLPT JLPT_2,d:u_JtOqN$,"โดยพื้นฐาน โดยธรรมชาติ, โดยแท้จริง, โดยกำเนิด, ตามธรรมชาติ",本来、ここは静かです。,โดยปกติ ที่นี่เงียบสงบ
まあまあ,まあまあ,okay; so-so; decent,JLPT JLPT_2 Genki_Ln.11 Genki,gEu+!$P11#,"โอเค; พอใช้; ดีพอใช้, ใช้ได้, ไม่เลว, พอประมาณ",味はまあまあです。,รสชาติพอใช้ได้
毎～,まい～,every ~,JLPT JLPT_2,A((3F0kA(~,"ทุกๆ ~, ทุกๆ, แต่ละ, ทั่วไป",毎朝、散歩します。,ฉันเดินเล่นทุกเช้า
枚数,まいすう,the number of flat things,JLPT JLPT_2,txIx.*SQ<<,"จำนวนสิ่งของแบนๆ, จำนวนแผ่น, จำนวนหน้า, ปริมาณแผ่น",この紙の枚数を教えてください。,กรุณาบอกจำนวนแผ่นกระดาษนี้ด้วย
毎度,まいど,"each time, common service-sector greeting",JLPT JLPT_2,tNEeyhC?CO,"ทุกครั้ง การทักทายแบบทั่วไปในภาคบริการ, ทุกคราว, บ่อยครั้ง, สวัสดีครับ/ค่ะ",毎度ありがとうございます。,ขอบคุณทุกครั้งครับ/ค่ะ
まく,まく,"to wind, to coil, to roll",JLPT JLPT_2,HX*jvL+{?S,"พัน, ขด, ม้วน, ขดลวด",コードをまきます。,ฉันจะพันสายไฟ
枕,まくら,pillow,JLPT JLPT_2,r:aSt_cmjW,"หมอน, หมอนหนุน, หมอนอิง, เครื่องหนุน",新しい枕を買いました。,ฉันซื้อหมอนใหม่
曲げる,まげる,"to bend, to crook, to lean",JLPT JLPT_2,c^Y!O@AS0!,"โค้งงอ คดงอ เอนเอียง, งอ, เอียง, หักงอ",棒を曲げます。,ฉันจะงอแท่งไม้
まごまご,まごまご,"confused, be at a loss",JLPT JLPT_2,fsndtXo3d3,"สับสน งงงวย, งง, ไม่เข้าใจ, หลงทิศ",道がわからなくて、まごまごしました。,ฉันหลงทางและงงมาก
摩擦,まさつ,friction; rubbing; chafe,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese,s]MF/PuI>5,"แรงเสียดทาน; การถู; การเสียดสี, การขัดถู, การเสียดสีกัน, แรงต้าน",布と布が摩擦で熱くなる。,ผ้าสองผืนจะร้อนขึ้นจากการเสียดสี
まざる,まざる,"to be mixed, to be blended with, to associate with",JLPT JLPT_2,jl4iD/OMQ),"ผสมกัน, ผสานเข้าด้วยกัน, เกี่ยวข้องกับ, ปะปน",色々なものがまざっています。,สิ่งของหลากหลายปะปนกันอยู่
まじる,まじる,"to be mixed, to be blended with, to associate with",JLPT JLPT_2,tA}W)>X]v|,"ผสมกัน, ผสานเข้าด้วยกัน, เกี่ยวข้องกับ, คลุกเคล้า",二つの色がまじっています。,สองสีนี้ผสมกันอยู่
マスク,マスク,mask,JLPT JLPT_2,C!G`yaEZpC,"หน้ากาก, ผ้าปิดหน้า, เครื่องปกปิด, สิ่งบดบัง",風邪なのでマスクをします。,เพราะเป็นหวัด ฉันจึงใส่หน้ากาก
まぜる,まぜる,"to mix, to stir",JLPT JLPT_2,N2_f#cqR]>,"ผสม, คน, กวน, คลุก",サラダにドレッシングをまぜます。,ฉันจะผสมน้ำสลัดกับสลัด
またぐ,またぐ,to straddle,JLPT JLPT_2,MVE!gLhDn<,"คร่อม, ข้าม, เหยียบคร่อม, คาบ",テーブルをまたぎました。,ฉันก้าข้ามโต๊ะ
跨ぐ,またぐ,"to step over/across, to stride over/across, to cross to stretch over, to span, to bridge, to saddle, to straddle",JLPT JLPT_2,G1zbrDd=1y,"ก้าวข้าม, ก้าวข้าม, ข้าม, ยืดข้าม, ทอดข้าม, สร้างสะพาน, อานม้า, คร่อม",fence を跨いで入ってはいけません。,ห้ามปีนรั้วเข้าไป
待合室,まちあいしつ,waiting room,JLPT JLPT_2,K=0IrWVZf4,"ห้องรอ, ห้องรับรอง, ห้องนั่งรอ, ที่นั่งรอ",待合室で待っています。,ฉันกำลังรออยู่ในห้องรอ
待ち合わせる,まちあわせる,"to rendezvous, to meet at a prearranged place and time",JLPT JLPT_2,ba8vXTF^0z,"นัดพบกัน, พบกัน ณ สถานที่และเวลาที่กำหนดไว้ล่วงหน้า, นัดหมาย, นัดเจอ",駅で待ち合わせます。,เราจะนัดเจอกันที่สถานีรถไฟ
街角,まちかど,street corner,JLPT JLPT_2,Qdd<k6I!B.,"มุมถนน, หัวมุม, แยกถนน, สี่แยก",街角で友達に会いました。,ฉันเจอเพื่อนที่หัวมุมถนน
真っ暗,まっくら,total darkness,JLPT JLPT_2,L9D&pF9do3,"ความมืดสนิท, มืดตึ๊ดตื๋อ, มิดสนิท, มืดมิด",夜、部屋が真っ暗でした。,กลางคืน ห้องมืดสนิท
真っ黒,まっくろ,pitch black,JLPT JLPT_2,uf8qa)}H~~,"มืดสนิท, ดำมืด, ดำสนิท, มืดมิด",猫は真っ黒です。,แมวตัวนี้สีดำสนิท
真っ青,まっさお,"deep blue, ghastly pale",JLPT JLPT_2,O<9;wBZ~L0,"สีน้ำเงินเข้ม ซีดเซียวอย่างน่ากลัว, หน้าซีด, สีครามเข้ม, หน้าถอดสี",彼は怖くて真っ青になった。,เขาตกใจจนหน้าซีด
真っ先,まっさき,"foremost, beginning",JLPT JLPT_2,J/q2ej|!r|,"ประการแรก เริ่มต้น, อันดับแรก, เบื้องต้น, ขั้นต้น",私は真っ先に走りました。,ฉันวิ่งไปเป็นอันดับแรก
真っ白,まっしろ,pure white,JLPT JLPT_2,J6?OmtkLVX,"สีขาวบริสุทธิ์, ขาวจั๊วะ, ขาวผ่อง, ขาวสะอาด",雪は真っ白です。,หิมะขาวบริสุทธิ์
祭る,まつる,"to deify, to enshrine",JLPT JLPT_2,GdV0$T|dnJ,"เพื่อยกย่องให้เป็นเทพเจ้า เพื่อประดิษฐาน, บูชา, สักการะ, ตั้งบูชา",神様を祭ります。,เราบูชาเทพเจ้า
窓口,まどぐち,(ticket) window,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,xdz)^i]j;[,"หน้าต่าง (ตั๋ว), ช่องจำหน่าย, จุดบริการ, เคาน์เตอร์ตั๋ว",切符は窓口で買います。,ฉันจะซื้อตั๋วที่เคาน์เตอร์
真似る,まねる,"to mimic, to imitate",JLPT JLPT_2,uJZVzYu2Ry,"เลียนแบบ, ทำตาม, ลอกเลียน, เอาอย่าง",鳥の鳴き声を真似ます。,ฉันจะเลียนเสียงร้องของนก
まぶた,まぶた,eyelids,JLPT JLPT_2,G%BvRagvhI,"เปลือกตา, หนังตา, ตา",まぶたが重いです。,เปลือกตาหนัก
マフラー,マフラー,a winter scarf,JLPT_2 JLPT Genki_Ln.14 Genki,Q87-B${@Jc,"ผ้าพันคอฤดูหนาว, ผ้าพันคอ, ผ้าคลุมไหล่, ผ้าผูกคอ",冬はマフラーをします。,ฤดูหนาว ฉันจะใช้ผ้าพันคอ
間も無く,まもなく,"soon, in a short time",JLPT JLPT_2,vaV9T=MxPD,"เร็วๆ นี้ ในเวลาอันสั้น, อีกไม่นาน, ในไม่ช้า, ใกล้จะถึง",間も無く電車が来ます。,อีกไม่นานรถไฟจะมา
間もなく,まもなく,"soon, shortly, before long, in a short time, in a little while",JLPT JLPT_2,yu:b9)h!u&,"เร็วๆ นี้, ในไม่ช้า, อีกไม่นาน, ในระยะเวลาสั้นๆ, อีกสักครู่",間もなく出発します。,เราจะออกเดินทางในไม่ช้า
マラソン,マラソン,marathon,JLPT JLPT_2,x1bZ*0{Jmx,"มาราธอน, วิ่งมาราธอน, การแข่งขันมาราธอน, การวิ่งทางไกล",マラソンは大変です。,การวิ่งมาราธอนนั้นยากลำบาก
稀,まれ,"rare, seldom",JLPT JLPT_2,fI}bUBDb~F,"หายาก ไม่ค่อยพบเห็น, ไม่บ่อย, พบยาก, ไม่ค่อยมี",このような機会は稀です。,โอกาสเช่นนี้พบได้ยาก
回り道,まわりみち,detour,JLPT JLPT_2,EmJ?soVNP8,"ทางเบี่ยง, ทางอ้อม, ทางเลี่ยง, เส้นทางอ้อม",渋滞しているので回り道をしました。,รถติด ฉันจึงเลือกทางอ้อม
満員,まんいん,"full house, no vacancy, sold out",JLPT JLPT_2,lNFNyW1^.O,"เต็มทุกที่นั่ง ไม่มีที่ว่าง ขายหมดแล้ว, ที่นั่งเต็ม, เต็ม, ขายหมด",電車は満員でした。,รถไฟเต็ม
マンション,マンション,"multistory apartment house, condominium",JLPT_2 JLPT Genki_Ln.14 Genki,BK;@JartEg,"อาคารอพาร์ตเมนต์หลายชั้น คอนโดมิเนียม, อพาร์ตเมนต์, แฟลต, ตึกแถว",新しいマンションに住んでいます。,ฉันอาศัยอยู่ในอพาร์ตเมนต์ใหม่
満点,まんてん,perfect score,JLPT JLPT_2,wMe[}41xth,"คะแนนเต็ม, เต็มคะแนน, คะแนนสูงสุด, ได้เต็ม",テストで満点を取った。,ฉันได้คะแนนเต็มในการสอบ
未～,み～,not yet ~,JLPT JLPT_2,jlo$?jcv~p,"ยังไม่เสร็จ ~, ยังไม่ทำ, ไม่ได้ทำ, ยังไม่แล้วเสร็จ",宿題は未だです。,การบ้านยังไม่เสร็จ
見上げる,みあげる,"to look up at, to admire",JLPT JLPT_2,f/_Ecz_n}6,"เงยหน้ามอง, ชื่นชม, มองขึ้น, ยกย่อง",空を見上げます。,ฉันเงยหน้ามองท้องฟ้า
見送る,みおくる,to see off; to escort; to let pass,JLPT JLPT_2,k=}(8{DG3E,"ส่งท้าย; คุ้มกัน; ปล่อยให้ผ่านไป, ไปส่ง, ดูแล, ยอมให้ผ่าน",友達を見送ります。,ฉันไปส่งเพื่อน
見下ろす,みおろす,"to overlook, to look down on something",JLPT JLPT_2,"J,1|nmvT6*","มองข้าม ดูถูกเหยียดหยามบางสิ่งบางอย่าง, ดูถูก, มองต่ำ, เหยียดหยาม",山の上から街を見下ろす。,มองลงไปเห็นเมืองจากบนภูเขา
見掛け,みかけ,outward appearance,JLPT JLPT_2,M{6UR7>ns),"ลักษณะภายนอก, รูปร่างหน้าตา, รูปลักษณ์, ภาพลักษณ์",見掛けによらず、力持ちだ。,ดูภายนอกไม่น่าเชื่อ แต่แข็งแรง
三日月,みかづき,crescent moon,JLPT JLPT_2,"oy@Fx($<,|","พระจันทร์เสี้ยว, จันทร์เสี้ยว, เดือนเสี้ยว, เสี้ยวพระจันทร์",,
岬,みさき,cape (on coast),JLPT JLPT_2,mse@aZCB{~,"แหลม (บนชายฝั่ง), คาบสมุทร, แหลมยื่น, ปลายแหลม",岬から海を見る。,มองทะเลจากแหลม
みじめ,みじめ,"sad, pitiful, wretched",JLPT JLPT_2,yJ1{6!ct=e,"น่าเศร้า น่าสงสาร น่าสังเวช, น่าเวทนา, น่าอนาถ, เศร้าใจ",その話はみじめだ。,เรื่องราวนั้นน่าสังเวช
惨めな,みじめな,"miserable, wretched, unhappy, sad, pitiable",JLPT JLPT_2,N0/%L2iZ-/,"น่าสังเวช, ทุกข์ยาก, ไม่มีความสุข, เศร้า, น่าสงสาร",彼の生活は惨めだ。,ชีวิตของเขาช่างน่าอนาถ
ミシン,ミシン,sewing machine,JLPT JLPT_2,d1j}k[P`go,"จักรเย็บผ้า, จักร, เครื่องเย็บ, เครื่องเย็บผ้า",ミシンで服を縫います。,ฉันเย็บเสื้อผ้าด้วยจักรเย็บผ้า
自ら,みずから,"for one's self, personally",JLPT JLPT_2,Jm|Fujfl1c,"เพื่อตัวของตนเอง โดยส่วนตัว, ด้วยตนเอง, ส่วนตัว, เป็นการส่วนตัว",自ら進んで勉強します。,ฉันเรียนรู้ด้วยตนเอง
水着,みずぎ,bathing suit (woman's),JLPT JLPT_2,o%MGb.}$^_,"ชุดว่ายน้ำ (ผู้หญิง), ชุดว่ายน้ำ, ชุดอาบน้ำ, เสื้อว่ายน้ำ",夏は水着を着ます。,ฤดูร้อน ฉันจะใส่ชุดว่ายน้ำ
店屋,みせや,"store, shop",JLPT JLPT_2,vv#zIkIc#p,"ร้านค้า, ร้านขายของ, ร้าน, ห้างร้าน",近くに店屋があります。,มีร้านค้าอยู่ใกล้ๆ
見出し,みだし,"heading, index",JLPT JLPT_2,H76Ot%CaXm,"หัวข้อ, ดัชนี, หัวเรื่อง, สารบัญ",本の見出しを読みます。,ฉันอ่านหัวข้อของหนังสือ
道順,みちじゅん,"itinerary, route",JLPT JLPT_2,e.TVg<fHh^,"แผนการเดินทาง เส้นทาง, แผนที่เดินทาง, เส้นทางเดิน, แผนการ",道順を教えてください。,กรุณาบอกเส้นทางให้ฉันหน่อย
みっともない,みっともない,"shameful, indecent",JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11,NM_z!JuhP7,"น่าละอาย ไม่เหมาะสม, น่าอาย, ไม่สมควร, ไม่งาม",みっともないことはしないでください。,อย่าทำสิ่งน่าอาย
見詰める,みつめる,"to stare at, to gaze at",JLPT JLPT_2,ggyxS%fcH3,"จ้องมอง, มองจ้อง, เพ่งมอง, จ้อง",彼をじっと見詰めます。,ฉันจ้องเขาอย่างแน่วแน่
見直す,みなおす,"to look over again, to review",JLPT JLPT_2,i4L<t=G)#$,"เพื่อตรวจสอบอีกครั้ง เพื่อทบทวน, ทบทวน, ตรวจสอบใหม่, พิจารณาใหม่",計画を見直します。,ฉันจะทบทวนแผน
見慣れる,みなれる,"to become used to seeing, to be familiar with",JLPT JLPT_2,L|*x29{!8`,"เพื่อให้คุ้นเคยกับการมองเห็น เพื่อให้คุ้นเคยกับสิ่งเหล่านั้น, คุ้นตา, ชินตา, เคยเห็น",この景色に慣れて見慣れる。,คุ้นเคยกับทิวทัศน์นี้
醜い,みにくい,ugly,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese,>3rAC]n#o,"น่าเกลียด, ขี้เหร่, อัปลักษณ์, ไม่สวยงาม",醜い虫がいます。,มีแมลงที่น่าเกลียด
実る,みのる,"to bear fruit, to ripen",JLPT JLPT_2,s?siXG_F6O,"ออกผล, สุกงอม, ให้ผล, สุก",果物が実ります。,ผลไม้กำลังออกผล
身分,みぶん,"position, status",JLPT JLPT_2,QAgzyPeRRn,"ตำแหน่ง สถานะ, ฐานะ, ยศ, บรรดาศักดิ์",身分が高い人です。,เขาเป็นคนที่มีฐานะสูง
