expression,reading,meaning,tags,guid,ความหมาย,jp_sentence,th_sentence
晴れる,はれる,to be sunny,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,ATM=j&::X;,"แดดจ้า, แดดจัด, มีแดด, อากาศปลอดโปร่ง",明日、晴れるでしょう。,พรุ่งนี้คงจะอากาศดี
半,はん,"half (e.g., にじはん | half-past two)",Genki Genki_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,s%lRHov]`n,"ครึ่ง (เช่น にじHAん | สองทุ่มครึ่ง), ครึ่งหนึ่ง, กึ่ง, ส่วนครึ่ง",二時半です。,เป็นเวลา 2 โมงครึ่ง
晩,ばん,evening,JLPT JLPT_3 JLPT_5 JLPT_N5,hO?dVEN`5B,"ตอนเย็น, เย็น, ยามเย็น, หัวค่ำ",晩ご飯を食べます。,กินอาหารเย็น
～番,～ばん,~st; ~th best,JLPT JLPT_5 JLPT_N5,b/wgPDiVBg,"~st; ~th ดีที่สุด, ลำดับที่ ~, ที่สุด, อันดับที่ ~",一番（いちばん）大きい。,ใหญ่ที่สุด
パン,パン,bread,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,FI2Z[9I*9Q,"ขนมปัง, เบเกอรี่, ขนมปังปิ้ง, แป้งอบ",パンを買います。,ซื้อขนมปัง
ハンカチ,ハンカチ,handkerchief,JLPT JLPT_5 JLPT_N5,yU4LCXkUnv,"ผ้าเช็ดหน้า, ผ้าซับหน้า, ผ้าเช็ดมือ, กระดาษเช็ดหน้า",ハンカチをください。,ขอผ้าเช็ดหน้า
番号,ばんごう,"number, series of digits",Genki Genki_Ln.1 JLPT JLPT_5 JLPT_N5,c^xE))av$-,"ตัวเลข, ชุดตัวเลข, หมายเลข, ลำดับเลข",番号を教えてください。,กรุณาบอกหมายเลข
晩御飯,ばんごはん,"dinner, evening meal",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,HihAr>C::*,"อาหารเย็น, มื้อค่ำ, อาหารค่ำ, ข้าวเย็น",晩御飯は何ですか。,อาหารเย็นคืออะไร
半分,はんぶん,half,JLPT JLPT_5 JLPT_N5,DN!/&cg9bL,"ครึ่ง, ครึ่งหนึ่ง, ส่วนครึ่ง, กึ่งหนึ่ง",半分ください。,ขอครึ่งหนึ่ง
東,ひがし,east,JLPT JLPT_5 JLPT_N5,"pI3YEa2,3t","ทิศตะวันออก, ตะวันออก, บูรพา, ทิศบูรพา",東口はどこですか。,ทางออกตะวันออกอยู่ทางไหน
～匹,～ひき,counter for small animals,JLPT JLPT_5 JLPT_N5,ivmKu+!yZ},"เคาน์เตอร์สำหรับสัตว์เล็ก, ~ ตัว, ~ สัตว์, ~ สัตว์น้อย",猫が一匹います。,มีแมวหนึ่งตัว
引く,ひく,"to pull, to draw; subtract",JLPT JLPT_2 JLPT_3 JLPT_5 JLPT_N5,tVVM)ZI7wM,"ดึง, ลาก; ลบ, ฉุด, หักออก",ドアを引きます。,ดึงประตู
弾く,ひく,to play (a string instrument or piano),Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,HK}b0#P-HS,"เล่น (เครื่องดนตรีประเภทสายหรือเปียโน), ดีด, บรรเลง, เล่นดนตรี",ギターを弾きます。,เล่นกีตาร์
低い,ひくい,"short, low",JLPT JLPT_5 JLPT_N5,BBr{:lP!;x,"สั้น ต่ำ, เตี้ย, คล่อม, ย่อม",背が低いです。,เตี้ย
飛行機,ひこうき,airplane,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_5 JLPT_N5,OUQ4o:]Va=,"เครื่องบิน, อากาศยาน, ยานบิน, เจ็ต",飛行機に乗ります。,ขึ้นเครื่องบิน
左,ひだり,left hand side,JLPT JLPT_5 JLPT_N5,h_@t6d`1:*,"ด้านซ้าย, ฝั่งซ้าย, ทางซ้าย, ซ้ายมือ",左に曲がります。,เลี้ยวซ้าย
人,ひと,"man, person",Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,ya&#4:D}>{,"ผู้ชาย, บุคคล, คน, มนุษย์",人がいます。,มีคน
一つ,ひとつ,one thing,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,lMwiFE;gTW,"สิ่งหนึ่ง, อย่างหนึ่ง, อันเดียว, หนึ่งชิ้น",一つください。,ขอหนึ่งอันครับ/ค่ะ
一月,ひとつき,one month,JLPT JLPT_5 JLPT_N5,JU.k{Nz*{h,"หนึ่งเดือน, เดือนเดียว, หนึ่งรอบเดือน, สิบสองวัน",一月（ひとつき）に一度、行きます。,ไปเดือนละครั้ง
一人,ひとり,one person,Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,rOUMQ8LZ5<,"หนึ่งคน, คนเดียว, ผู้เดียว, ลำพัง",一人で食べます。,กินคนเดียว
暇,ひま,"free time, leisure",JLPT JLPT_5 JLPT_N5,urDxNZnrq<,"เวลาว่าง, การพักผ่อน, ว่าง, ยามว่าง",暇がありますか。,มีเวลาว่างไหม
百,ひゃく,hundred,JLPT JLPT_5 JLPT_N5,J;(UasY_=O,"ร้อย, หนึ่งร้อย, ร้อยหน่วย, สิบสิบ",百円です。,ราคา 100 เยน
病院,びょういん,hospital,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,<+#t;D=L-,"โรงพยาบาล, สถานพยาบาล, รพ., คลินิก",病院に行きます。,ไปโรงพยาบาล
病気,びょうき,illness; sickness,Genki Genki_Ln.9 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,Ibs3I0!xB|,"ความเจ็บป่วย; โรคภัยไข้เจ็บ, อาการป่วย, เจ็บป่วย, ไม่สบาย",風邪をひきました。,เป็นหวัด
平仮名,ひらがな,hiragana,JLPT JLPT_5 JLPT_N5,k}y1F@5e8u,"ฮิรากานะ, อักษรฮิรากานะ, ตัวฮิรากานะ, ระบบเสียงฮิรากานะ",ひらがなを習います。,เรียนภาษาฮิรากานะ
昼,ひる,"noon, daytime",JLPT JLPT_5 JLPT_N5,i8$:v@D8x1,"เที่ยงวัน, กลางวัน, ตอนกลางวัน, ยามเที่ยง",昼ご飯を食べます。,กินข้าวกลางวัน
昼御飯,ひるごはん,"lunch, midday meal",Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,JGK7M1P.PA,"อาหารกลางวัน, อาหารมื้อเที่ยง, มื้อกลางวัน, ข้าวเที่ยง",昼に公園に行きます。,ไปสวนสาธารณะตอนกลางวัน
広い,ひろい,spacious; wide; broad,Genki Genki_Ln.15 Intermediate_Japanese Intermediate_Japanese_Ln.15 JLPT JLPT_5 JLPT_N5,nThxsh#3~a,"กว้างขวาง; กว้าง; ใหญ่, โอ่โถง, โล่ง, แผ่กว้าง",部屋が広いです。,ห้องกว้าง
フィルム,フィルム,film (roll of),JLPT JLPT_5 JLPT_N5,w#JO*~D@<H,"ฟิล์ม (ม้วน), ฟิล์มภาพยนตร์, ฟิล์มเนกาทีฟ, วัสดุไวแสง",フィルムを買います。,ซื้อฟิล์ม
封筒,ふうとう,envelope,Intermediate_Japanese Intermediate_Japanese_Ln.3 JLPT JLPT_5 JLPT_N5,JaXU6BSc-h,"ซองจดหมาย, ซอง, ซองกระดาษ, ปลอกจดหมาย",封筒に入れます。,ใส่ในซอง
プール,プール,swimming pool,Genki Genki_Ln.15 JLPT JLPT_5 JLPT_N5,J.!iKtAY)1,"สระว่ายน้ำ, บ่อว่ายน้ำ, พูล, แอ่งน้ำว่าย",プールで泳ぎます。,ว่ายน้ำในสระ
フォーク,フォーク,fork,JLPT JLPT_5 JLPT_N5,Q#>HBX67;#,"ส้อม, ซ่อม, คราด, ส้อมอาหาร",フォークで食べます。,กินด้วยส้อม
吹く,ふく,"to blow (wind, etc.)",Genki Genki_Ln.22 JLPT JLPT_3 JLPT_5 JLPT_N5,mo@qiT7%d3,"พัด (ลม ฯลฯ), เป่า, โกรก, พัดผ่าน",風が吹いています。,ลมกำลังพัด
服,ふく,clothes,Genki Genki_Ln.12 JLPT JLPT_3 JLPT_5 JLPT_N5,G;N&<jI3Ep,"เสื้อผ้า, เครื่องแต่งกาย, อาภรณ์, ชุด",服を着ます。,ใส่เสื้อผ้า
二つ,ふたつ,two things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,A@M*oG}Fjm,"สองสิ่ง, สองอย่าง, สองอัน, สองชิ้น",二つください。,ขอสองอันครับ/ค่ะ
豚肉,ぶたにく,pork,JLPT JLPT_5 JLPT_N5,N1fM*9;kPY,"เนื้อหมู, หมู, สุกร, เนื้อสุกร",豚肉を食べます。,กินเนื้อหมู
二人,ふたり,two people,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,yRF#3ntAGH,"สองคน, บุคคลสองคน, คู่คน, สองบุคคล",二人がいます。,มีสองคน
二日,ふつか,two days; second day of the month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,dRYcz7jSL;,"สองวัน; วันที่สองของเดือน, สองทิวา, วันที่สอง, วันที่2",二日（ふつか）に旅行します。,เดินทางในวันที่สอง
太い,ふとい,"fat, thick",JLPT JLPT_5 JLPT_N5,LD`2@7dG9a,"อ้วน หนา, อวบ, ท้วม, ใหญ่",太いペンです。,เป็นปากกาอ้วน
冬,ふゆ,winter,Genki Genki_Ln.8 Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,reZ;<Y^{LL,"ฤดูหนาว, หน้าหนาว, ฤดูเยือกแข็ง, เหมันต์",冬は寒いです。,ฤดูหนาวอากาศหนาว
降る,ふる,"to precipitate, to fall (e.g., rain, snow, etc.)",Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_3 JLPT_5 JLPT_N5,q(<}4NV?U@,"ทำให้เกิดการตก การตกลงมา (เช่น ฝน หิมะ เป็นต้น), ตก, ร่วงหล่น, โปรยปราย",雪が降ります。,หิมะตก
古い,ふるい,"old (in reference to objects, not people), aged, ancient",Genki Genki_Ln.5 JLPT JLPT_5 JLPT_N5,gH<g@fkLje,"เก่า (ในความหมายของสิ่งของ ไม่ใช่คน) แก่ชรา โบราณ, ล้าสมัย, คร่ำคร่า, เก่าแก่",古い本です。,เป็นหนังสือเก่า
～分,～ふん,~ minutes,JLPT JLPT_5 JLPT_N5,chUnU+#xr],"~ นาที, หกสิบวินาที, ระยะนาที, ช่วงนาที",十分（じゅっぷん）待ってください。,กรุณารอสัก 10 นาที
文章,ぶんしょう,"sentence, text",JLPT JLPT_5 JLPT_N5,F&}@z14/*V,"ประโยค, ข้อความ, เนื้อหา, วรรค",文章を書きます。,เขียนข้อความ
ページ,ページ,a page,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,jR*]a[JBx$,"หน้าหนึ่ง, แผ่นหน้า, หน้ากระดาษ, ปะหน้า",このページを見てください。,กรุณาดูหน้ากระดาษนี้
下手,へた,"unskillful, poor",JLPT JLPT_5 JLPT_N5,zx]n<UpO/Q,"ไร้ฝีมือ, แย่, ไม่เก่ง, ห่วย",料理が下手です。,ทำอาหารไม่เก่ง
ベッド,ベッド,bed,JLPT JLPT_5 JLPT_N5,mm(#F~5?W7,"เตียง, ที่นอน, แท่นนอน, ฟูก",ベッドで寝ます。,นอนบนเตียง
ペット,ペット,pet,Genki Genki_Ln.15 JLPT JLPT_3 JLPT_5 JLPT_N5,Gm:f8t8t/V,"สัตว์เลี้ยง, สัตว์เลี้ยงที่บ้าน, สัตว์เพื่อน, สัตว์เลี้ยงแสนรัก",ペットを飼っています。,เลี้ยงสัตว์เลี้ยง
部屋,へや,a room,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,"cB,rGZ.;c.","ห้องหนึ่ง, ห้องหับ, พื้นที่, คูหา",部屋が広いです。,ห้องกว้าง
辺,へん,"area, vicinity",JLPT JLPT_5 JLPT_N5,"v^uJ@o,r7C","พื้นที่, บริเวณใกล้เคียง, ย่าน, ละแวก",この辺にレストランがありますか。,แถวนี้มีร้านอาหารไหม
ペン,ペン,pen,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PpbmxKp]%S,"ปากกา, ปากกาหมึก, ปากกาเขียน, เครื่องเขียน",ペンで書きます。,เขียนด้วยปากกา
勉強,べんきょう (する),study,JLPT JLPT_3 JLPT_5 JLPT_N5,P|N-mC4itp,"ศึกษา, เรียน, เล่าเรียน, การเรียนรู้",日本語を勉強します。,เรียนภาษาญี่ปุ่น
便利,べんり,"convenient, handy",JLPT JLPT_5 JLPT_N5,NSM1sxi#q3,"สะดวก พกพาง่าย, ง่าย, คล่องตัว, ใช้สอยง่าย",この駅は便利です。,สถานีนี้สะดวก
帽子,ぼうし,hat; cap,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,whud$h6Xsa,"หมวก; หมวกแก๊ป, เกราะศีรษะ, เครื่องประดับศีรษะ, หมวกกันแดด",これは私の新しい帽子です。,นี่คือหมวกใบใหม่ของฉัน
ボールペン,ボールペン,ball-point pen,JLPT JLPT_5 JLPT_N5,A1a57pRAi*,"ปากกาลูกลื่น, ปากกาหมึกแห้ง, ปากกาบอลล์, ปากกาลูกเม็ด",ボールペンをください。,ขอปากกาลูกลื่นด้วยครับ
外,ほか,"other, the rest",JLPT JLPT_3 JLPT_5 JLPT_N5,q-Rsw+YG/*,"อื่นๆ ที่เหลือ, ที่นอกเหนือ, ส่วนที่เหลือ, อันอื่น",これはいくらですか。ほかのを見せてください。,อันนี้ราคาเท่าไหร่คะ? ขออันอื่นให้ดูหน่อยค่ะ
ポケット,ポケット,pocket,JLPT JLPT_5 JLPT_N5,PrdL>hhb^[,"กระเป๋า, ช่อง, ถุง, กระเป๋าเสื้อ",お金はポケットに入っています。,เงินอยู่ในกระเป๋าเสื้อครับ
欲しい,ほしい,"to want, in need of",JLPT JLPT_5 JLPT_N5,"IB/)D,[pe$","ต้องการ, จำเป็น, อยากได้, ประสงค์",新しい辞書が欲しいです。,ฉันอยากได้พจนานุกรมเล่มใหม่
ポスト,ポスト,"mailbox; post, position",JLPT JLPT_5 JLPT_N5,CSDW$^FNBN,"ตู้จดหมาย; ตำแหน่ง, ไปรษณีย์, กล่องจดหมาย, ประจำตำแหน่ง",手紙をポストに入れました。,ฉันใส่จดหมายลงในตู้จดหมายแล้ว
細い,ほそい,"thin, slender, fine",JLPT JLPT_5 JLPT_N5,zm=f9J*i)W,"ผอมบาง เรียวบาง ละเอียด, บอบบาง, ระหง, เล็กน้อย",この鉛筆は細いです。,ดินสอแท่งนี้เรียวเล็ก
ボタン,ボタン,button,JLPT JLPT_5 JLPT_N5,o=Cnvf:%>b,"ปุ่ม, กระดุม, สวิตช์, ลูกบิด",このボタンを押してください。,กรุณากดปุ่มนี้
ホテル,ホテル,hotel,Genki Genki_Ln.4 JLPT JLPT_5 JLPT_N5,n#S=W;:k;`,"โรงแรม, ที่พัก, โฮสเทล, รีสอร์ท",ホテルは駅の近くです。,โรงแรมอยู่ใกล้สถานีรถไฟ
本,ほん,book,Genki Genki_Ln.2 JLPT JLPT_5 JLPT_N5,PgM`&0<&bX,"หนังสือ, ตำรา, พ็อกเก็ตบุ๊ก, เล่ม",この本は面白いです。,หนังสือเล่มนี้สนุก
～本,～ほん,counter for long cylindrical things,JLPT JLPT_2 JLPT_5 JLPT_N5,Aln2n5Y6m$,"ตัวนับสำหรับสิ่งของทรงกระบอกยาว, คำลักษณนามทรงกระบอก, ตัวนับทรงยาว, หน่วยนับของยาว",ペンを三本ください。,ขอปากกา 3 ด้ามครับ
本棚,ほんだな,bookshelf,JLPT JLPT_5 JLPT_N5,LlS7xyP)^9,"ชั้นวางหนังสือ, ตู้หนังสือ, หิ้งหนังสือ, ที่เก็บหนังสือ",本棚に本がたくさんあります。,มีหนังสือมากมายอยู่บนชั้นวางหนังสือ
本当,ほんとう,"real, true",JLPT JLPT_3 JLPT_5 JLPT_N5,mp{CGAM3}E,"ของจริง ของจริง, ความจริง, แท้จริง, เป็นจริง",それは本当ですか。,นั่นเป็นเรื่องจริงหรือเปล่า
～枚,～まい,counter for flat things,JLPT JLPT_5 JLPT_N5,eZ7Lx)q}m,"เคาน์เตอร์สำหรับสิ่งของแบนๆ, คำลักษณนามแผ่น, ตัวนับของแบน, หน่วยนับแผ่น",紙を二枚ください。,ขอ กระดาษ 2 แผ่นครับ
毎朝,まいあさ,every morning,Genki Genki_Ln.19 JLPT JLPT_5 JLPT_N5,FY8YY]~jH+,"ทุกเช้า, ตื่นเช้า, ทุกๆเช้า, รุ่งอรุณ",毎朝、早く起きます。,ฉันตื่นเช้าทุกวัน
毎月,まいげつ; まいつき,"every month, monthly",JLPT JLPT_5 JLPT_N5,x6m6aNH)Wj,"ทุกเดือน รายเดือน, ประจำเดือน, เป็นเดือน, ตลอดเดือน",毎月、映画を見に行きます。,ฉันไปดูหนังทุกเดือน
毎週,まいしゅう,every week,Genki Genki_Ln.8 JLPT JLPT_5 JLPT_N5,Lp7~a9~`1G,"ทุกสัปดาห์, รายสัปดาห์, ประจำสัปดาห์, เป็นประจำสัปดาห์",毎週、友達と会います。,ฉันพบเพื่อนทุกสัปดาห์
毎日,まいにち,every day,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,"b}uYG),?~1","ทุกวัน, รายวัน, ประจำวัน, เป็นประจำ",毎日、勉強します。,ฉันเรียนทุกวัน
毎年,まいねん; まいとし,"every year, yearly, annually",JLPT JLPT_5 JLPT_N5,cLTCt({=p{,"ทุกปี ทุกปี ทุกปี, รายปี, ประจำปี, ปีละครั้ง",毎年、国へ帰ります。,ฉันกลับประเทศทุกปี
毎晩,まいばん,every night,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,s&rZqJP=be,"ทุกคืน, คืนแล้วคืนเล่า, คืนหนึ่ง, ทุกช่วงค่ำ",毎晩、テレビを見ます。,ฉันดูทีวีทุกคืน
前,まえ,"before, in front",Genki Genki_Ln.17 JLPT JLPT_5 JLPT_N5,AcNx(A=]3O,"ก่อนหน้านี้ ข้างหน้า, ด้านหน้า, เบื้องหน้า, ส่วนหน้า",前の日に、宿題をしました。,ฉันทำการบ้านเมื่อวันก่อน
～前,～まえ,in front of ~,JLPT JLPT_5 JLPT_N5,Jh#_2I1KK<,"ข้างหน้า ~, ด้านหน้าของ~, อยู่หน้า~, เบื้องหน้า~",駅の前で待っています。,ฉันรออยู่หน้าสถานี
曲る,まがる,"to turn, to bend",JLPT JLPT_3 JLPT_5 JLPT_N5,fZb*Dqk8+n,"หมุน, โค้งงอ, เลี้ยว, หักเลี้ยว",角を曲がってください。,กรุณาเลี้ยวที่มุมถนน
まずい,まずい,"terrible (in reference to food), unappetizing, unpleasant (taste)",Genki Genki_Ln.23 JLPT JLPT_5 JLPT_N5,y=A8n$:VZF,"แย่มาก (ในความหมายของอาหาร), ไม่น่ารับประทาน, รสชาติไม่พึงประสงค์, ไม่อร่อย",この料理はまずいです。,อาหารจานนี้ไม่อร่อยเลย
また,また,and; furthermore,Genki Genki_Ln.20 Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_3 JLPT_5 JLPT_N5,H#sUyG^B<2,"และยิ่งไปกว่านั้น, และอีกอย่าง, นอกจากนี้, แถม",また来てください。,กรุณากลับมาอีกครั้ง
まだ,まだ,"yet, still, besides",Genki Genki_Ln.19 JLPT JLPT_3 JLPT_5 JLPT_N5,xr/3DB/ghC,"ถึงกระนั้น ยังคงอยู่ นอกจากนี้, ก็ยัง, นอกเหนือ, อีกทั้ง",まだ雨が降っています。,ฝนยังคงตกอยู่
町,まち,town; city,Genki Genki_Ln.4 Intermediate_Japanese Intermediate_Japanese_Ln.1 JLPT JLPT_3 JLPT_5 JLPT_N5,xztbV5AMZZ,"เมือง; เมืองใหญ่, ชุมชน, นคร, เขตเมือง",この町はきれいです。,เมืองนี้สวยงาม
待つ,まつ,to wait,JLPT JLPT_3 JLPT_5 JLPT_N5,N6<)T3m*1$,"รอ, คอย, เฝ้ารอ, รั้งรอ",友達を待っています。,ฉันกำลังรอเพื่อน
まっすぐ,まっすぐ,"straight (ahead), direct",JLPT JLPT_3 JLPT_5 JLPT_N5,o(%GCd@4cN,"ตรงไปข้างหน้า, ตรง, โดยตรง, มุ่งตรง",まっすぐ行ってください。,กรุณาตรงไป
マッチ,マッチ,match,JLPT JLPT_5 JLPT_N5,r{cxPi6M{l,"จับคู่, เข้าคู่, ตรงกัน, การแข่งขัน",これはマッチしません。,สิ่งนี้ไม่เข้ากัน
窓,まど,window,Genki Genki_Ln.6 JLPT JLPT_5 JLPT_N5,dZZ^@1iCkq,"หน้าต่าง, ช่องหน้าต่าง, บานหน้าต่าง, ช่องลม",窓を開けてください。,กรุณาเปิดหน้าต่าง
丸い; 円い,まるい,"round, circular",JLPT JLPT_3 JLPT_5 JLPT_N5,kXV&n*v-w~,"กลม, ทรงกลม, วงกลม, เป็นวง",これは丸い石です。,นี่คือหินกลม
万,まん,ten thousand,JLPT JLPT_5 JLPT_N5,k%8Ts^<^Df,"หมื่น, หนึ่งหมื่น, สิบพัน, จำนวนหมื่น",一万円札があります。,มีธนบัตรหมื่นเยน
万年筆,まんねんひつ,fountain pen,JLPT JLPT_5 JLPT_N5,pjtI#>[G;I,"ปากกาหมึกซึม, ปากกาน้ำ, ปากกาปอนด์, ปากกาคอแร้ง",万年筆で書きます。,ฉันเขียนด้วยปากกาหมึกซึม
磨く,みがく,to brush (teeth); to polish,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,f*XbBCL&y-,"แปรงฟัน; ขัดฟัน, ถู, ปัด, สีฟัน",歯を磨きます。,ฉันแปรงฟัน
右,みぎ,right hand side,JLPT JLPT_5 JLPT_N5,Dx]?1r0B)6,"ด้านขวามือ, ฝั่งขวา, ทางขวา, ข้างขวา",右を見てください。,กรุณาดูทางขวา
短い,みじかい,short (length),Genki Genki_Ln.7 Intermediate_Japanese Intermediate_Japanese_Ln.11 JLPT JLPT_5 JLPT_N5,CoDv|eMw1>,"สั้น (ความยาว), ห้วน, ย่อ, กระชับ",この髪は短いです。,ผมเส้นนี้สั้น
水,みず,water,Genki Genki_Ln.3 JLPT JLPT_5 JLPT_N5,Psad>Q=[fe,"น้ำ, วารี, อุทก, ธาร",水をください。,ขอน้ำหน่อยครับ
店,みせ,"store, shop",Genki Genki_Ln.13 Intermediate_Japanese Intermediate_Japanese_Ln.6 JLPT JLPT_5 JLPT_N5,w{yPQLxrpZ,"ร้านค้า, ร้านขายของ, ห้าง, แผง",あの店は大きいです。,ร้านค้านั้นใหญ่
見せる,みせる,"to show, to display",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,u/XQDC4A&:,"เพื่อแสดง, เพื่อแสดงให้เห็น, โชว์, อวด",子供に写真を見せました。,ฉันให้เด็กดูรูปถ่าย
道,みち,"road, street; way, directions",Genki Genki_Ln.16 JLPT JLPT_5 JLPT_N5,g*1iadY2;L,"ถนน, ทางเดิน; เส้นทาง, ทิศทาง, ทาง",この道は広いです。,ถนนเส้นนี้กว้าง
三日,みっか,"three days, third day of the month",Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,"BQ,4DuKr8>","สามวัน วันที่สามของเดือน, 3 วัน, วันที่ 3, ระยะเวลาสามวัน",三日前に来ました。,ฉันมาเมื่อสามวันก่อน
三つ,みっつ,three things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,E%f95v%koQ,"สามสิ่ง, ของสามอย่าง, สามอัน, สามอย่าง",リンゴが三つあります。,มีแอปเปิ้ล 3 ผล
緑,みどり,green,JLPT JLPT_5 JLPT_N5,d@$Uu~dQl-,"สีเขียว, เขียว, ความเขียว, เขียวขจี",この葉は緑です。,ใบไม้นี้เป็นสีเขียว
皆さん,みなさん,"all of you, everyone",Intermediate_Japanese Intermediate_Japanese_Ln.4 JLPT JLPT_5 JLPT_N5,xUxg44IBk/,"พวกคุณทุกคน, ทุกท่าน, ทุกคน, ท่านทั้งหลาย",皆さん、こんにちは。,สวัสดีทุกท่านครับ/ค่ะ
南,みなみ,South,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,tmB.Hd2Sk_,"ใต้, ทิศใต้, ทางใต้, ภาคใต้",南に歩いてください。,กรุณาเดินไปทางทิศใต้
耳,みみ,ear,Intermediate_Japanese Intermediate_Japanese_Ln.5 JLPT JLPT_5 JLPT_N5,c2VG#0omOo,"หู, ใบหู, โสต, ช่องหู",私の耳は小さいです。,หูของฉันเล็ก
見る,みる,"to see, to look",JLPT JLPT_3 JLPT_5 JLPT_N5,LJ*9Zy3g--,"เพื่อดู เพื่อมอง, เห็น, แล, จ้อง",テレビを見ます。,ฉันดูโทรทัศน์
みんな,みんな,"all, everyone, everybody",Genki Genki_Ln.9 JLPT JLPT_3 JLPT_5 JLPT_N5,NO(9_g@4E),"ทั้งหมด ทุกคน ทุกๆ คน, ทุกผู้คน, ทั่วหน้า, สิ่งทั้งปวง",みんなで食べましょう。,เรามากินด้วยกันเถอะ
六日,むいか,six days; sixth day of month,Genki Genki_Ln.13 JLPT JLPT_5 JLPT_N5,cT@R(=%:PY,"หกวัน; วันที่หกของเดือน, 6 วัน, วันที่ 6, ระยะเวลาหกวัน",六日働きました。,ฉันทำงาน 6 วัน
向こう,むこう,"beyond, over there",JLPT JLPT_5 JLPT_N5,mQG@k1[%|C,"ไกลออกไปตรงนั้น, โน่น, ฟากนั้น, อีกฝั่ง",向こうに公園があります。,มีสวนสาธารณะอยู่ตรงโน้น
難しい,むずかしい,difficult,Genki Genki_Ln.5 Intermediate_Japanese Intermediate_Japanese_Ln.2 JLPT JLPT_5 JLPT_N5,cp|.gBg]*Y,"ยาก, ลำบาก, ซับซ้อน, ยุ่งยาก",この問題は難しいです。,ปัญหานี้ยาก
六つ,むっつ,six things,Genki Genki_Ln.9 JLPT JLPT_5 JLPT_N5,",[k`qyR3)","หกสิ่ง, ของหกอย่าง, หกอัน, หกอย่าง",椅子が六つあります。,มีเก้าอี้ 6 ตัว
村,むら,village,Intermediate_Japanese Intermediate_Japanese_Ln.10 JLPT JLPT_5 JLPT_N5,INP.Ccu#He,"หมู่บ้าน, บ้านนอก, ชนบท, ตำบล",これは小さな村です。,นี่คือหมู่บ้านเล็กๆ
目,め,eye(s),Genki Genki_Ln.7 JLPT JLPT_3 JLPT_5 JLPT_N5,dhfW}%pIM+,"ดวงตา, ตา, นัยน์ตา, ลูกตา",私の目は青いです。,ดวงตาของฉันสีฟ้า
メートル,メートル,meter,JLPT JLPT_5 JLPT_N5,BPMIO$2k{i,"เมตร, หน่วยเมตร, ระยะเมตร, มาตร",これは一メートルです。,นี่คือ 1 เมตร
眼鏡,めがね,eye glasses,Genki Genki_Ln.7 JLPT JLPT_5 JLPT_N5,OGc^3PJcd3,"แว่นสายตา, แว่น, แว่นตา, อุปกรณ์สวมตา",眼鏡をかけます。,ฉันใส่แว่นตา
もう,もう,already; again; more,Genki Genki_Ln.9 JLPT JLPT_2 JLPT_5 JLPT_N5,C9[8>(KXKL,"อยู่แล้ว; อีกครั้ง; เพิ่มเติม, ซ้ำอีก, เรียบร้อยแล้ว, มากกว่านี้",もう食べました。,ฉันกินแล้ว
木曜日,もくようび,Thursday,Genki Genki_Ln.4 JLPT JLPT_3 JLPT_5 JLPT_N5,k#-z20ZxXI,"วันพฤหัสบดี, พฤหัสบดี, วันพฤหัสฯ, พฤหัส",木曜日は休みです。,วันพฤหัสบดีเป็นวันหยุด
